,host_id,state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,has_availability,number_of_reviews_ltm,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month,essentials,other_amenities,hotel_room_revenue,host_experience,total_bookings
8007,145349381,Florida,0,100,100,1,1,0,0,7.8,1.8,2,4,1,15.2,4.954,1,6.0,1.496,1,32,238634.32835820896,1597.6,113.43283582089552
8008,145361740,California,1,100,56,1,1,1,0,3.0,1.5,1,2,1,2.0,4.9,0,2.0,0.245,1,30,10054.92537313433,1579.0,5.970149253731344
8009,145396881,California,0,99,92,1,1,1,0,2.4285714285714284,1.0,1,1,1,31.142857142857142,4.812857142857142,0,7.0,4.8585714285714285,1,22,45671.64179104478,1580.0,325.3731343283582
8010,145420469,Florida,0,80,98,0,1,0,0,2.3333333333333335,1.0,1,1,1,7.666666666666667,4.611666666666667,1,6.0,0.5633333333333334,1,19,9056.716417910447,1597.0,68.65671641791045
8011,145421884,California,0,98,99,1,1,1,0,2.6666666666666665,1.3333333333333333,1,1,1,98.33333333333333,4.87,1,3.0,7.223333333333334,1,32,33128.35820895522,1580.0,440.2985074626866
8012,145430548,California,2,100,67,0,1,1,0,4.0,1.0,2,2,1,1.0,5.0,0,1.0,0.53,1,45,5373.134328358209,1580.0,1.492537313432836
8013,145436929,California,0,100,97,0,1,1,0,3.2857142857142856,1.1428571428571428,1,1,1,14.142857142857142,4.537142857142857,1,9.0,4.288571428571428,1,30,13992.537313432837,1578.857142857143,147.76119402985074
8014,145509163,Florida,0,100,97,1,1,1,2,2.0,1.0,1,1,1,60.0,4.85,0,2.0,4.625,1,35,22352.23880597015,1596.0,179.1044776119403
8015,145513240,Florida,2,100,50,0,1,1,0,2.0,1.0,0,2,1,0.0,5.0,0,1.0,0.02,1,23,0.0,1596.0,0.0
8016,145561425,California,0,100,100,1,1,1,0,9.0,2.0,3,6,1,53.0,4.87,1,1.0,6.6,1,26,49677.611940298506,1579.0,79.1044776119403
8017,145686965,California,0,100,99,1,1,0,2,1.0,1.0,1,1,1,88.0,5.0,0,1.0,6.05,1,29,10638.805970149255,1578.0,131.34328358208955
8018,145690650,California,0,100,97,1,1,1,0,4.0,1.0,1,2,1,39.0,4.766666666666667,0,3.0,4.456666666666667,1,36,65023.880597014926,1578.0,174.62686567164178
8019,145813665,California,0,100,96,1,1,1,0,2.0,1.0,1,1,1,56.0,4.94,0,1.0,3.81,1,26,21564.179104477615,1577.0,83.58208955223881
8020,145832098,California,2,100,89,0,1,1,0,5.0,1.0,2,2,1,21.0,4.35,0,1.0,4.77,1,25,11910.44776119403,1576.0,31.34328358208955
8021,145864294,California,0,100,100,1,1,1,0,2.0,1.0,0,2,1,1.0,5.0,1,2.0,0.81,1,24,3447.761194029851,1577.0,1.492537313432836
8022,145869398,Florida,0,100,100,0,1,1,0,4.0,1.0,1,3,1,36.0,4.52,1,1.0,1.9,1,44,20095.522388059704,1594.0,53.73134328358209
8023,145881536,California,0,100,99,1,1,1,2,4.0,1.0,1,2,1,54.0,4.95,0,2.0,4.234999999999999,1,28,78143.28358208956,1577.0,161.19402985074626
8024,145921783,California,1,100,70,0,1,1,2,1.0,1.0,1,1,1,4.0,5.0,0,1.0,0.45,1,32,5767.164179104478,1575.0,5.970149253731344
8025,145994578,California,0,100,100,0,1,1,0,6.0,2.0,2,2,1,2.0,5.0,0,1.0,0.17,1,23,19701.492537313436,1575.0,2.985074626865672
8026,146036021,California,1,100,89,1,1,1,0,5.0,1.0,1,5,1,17.0,4.96,0,1.0,0.89,1,67,20932.83582089552,1576.0,25.37313432835821
8027,146062817,California,1,100,73,1,1,0,0,5.0,3.25,2,2,1,1.5,5.0,0,2.0,0.20500000000000002,1,20,38059.701492537315,1575.0,4.477611940298508
8028,146139759,Florida,0,100,100,1,1,1,0,4.0,1.0,2,2,1,4.0,4.96,1,1.0,1.15,1,40,2865.6716417910447,1592.0,5.970149253731344
8029,146202663,California,0,100,98,1,1,1,0,3.0,1.0,1,2,1,14.5,4.795,0,2.0,1.29,1,41,11141.194029850747,1575.0,43.28358208955224
8030,146247652,California,0,100,98,1,1,1,0,1.0,1.0,0,1,1,45.0,4.96,1,1.0,3.8,1,29,7522.388059701492,1574.0,67.16417910447761
8031,146294455,Florida,0,100,100,0,1,1,0,16.0,10.0,8,15,1,4.0,4.9,0,1.0,0.44,1,51,18626.865671641794,1591.0,5.970149253731344
8032,146312299,California,0,100,93,1,1,0,2,2.0,1.0,1,1,1,43.0,4.905,0,2.0,3.38,1,23,6898.507462686568,1574.0,128.3582089552239
8033,146317106,California,0,100,100,0,1,1,0,6.0,1.0,2,1,1,1.0,5.0,1,3.0,1.0,1,49,850.7462686567164,1574.0,1.492537313432836
8034,146343346,California,0,71,77,1,1,1,0,6.0,2.0,2,3,1,0.0,5.0,0,1.0,0.44,1,35,0.0,1573.0,0.0
8035,146399671,California,0,100,99,1,1,1,0,4.0,1.5,1,5,1,64.0,4.95,0,1.0,4.42,1,37,19104.4776119403,1573.0,95.5223880597015
8036,146490568,Florida,0,100,90,1,1,0,0,5.0,2.0,2,4,1,23.0,4.96,0,1.0,2.46,1,44,17644.776119402984,1590.0,34.32835820895522
8037,146512744,Florida,0,100,100,1,1,0,0,2.8,1.0,1,1,1,4.6,4.956,1,5.0,0.74,1,20,27394.02985074627,1591.0,34.32835820895522
8038,146561862,California,0,100,100,0,1,0,0,3.0,1.0,1,1,1,43.0,4.63,1,1.0,3.3,1,33,202164.17910447763,1572.0,64.17910447761194
8039,146608687,Florida,0,100,100,0,1,1,0,11.0,3.0,3,7,1,15.0,5.0,1,1.0,4.09,1,59,177031.3432835821,1589.0,22.388059701492537
8040,146615703,Florida,0,100,100,1,1,0,0,4.5,1.875,2,3,1,6.75,4.952500000000001,1,4.0,0.8675,1,25,56338.80597014926,1589.0,40.29850746268657
8041,146624426,Florida,0,100,94,1,1,1,0,2.0,1.0,1,1,1,35.0,4.88,0,1.0,2.68,1,50,11701.492537313432,1589.0,52.23880597014925
8042,146653061,California,2,100,100,0,1,1,0,6.0,3.5,3,3,1,1.0,4.86,0,1.0,0.98,0,22,5201.492537313433,1571.0,1.492537313432836
8043,146659735,California,1,90,88,0,1,1,0,3.0,1.0,1,1,1,4.0,4.6,1,1.0,0.36,1,34,18805.97014925373,1571.0,5.970149253731344
8044,146781135,Florida,2,100,91,1,1,0,0,4.0,2.5,2,2,1,3.0,4.9,0,1.0,0.28,1,37,5892.537313432836,1588.0,4.477611940298507
8045,146786591,California,0,100,99,1,1,0,0,2.0,1.0,1,2,1,39.0,4.84,1,1.0,4.66,1,24,8149.253731343283,1571.0,58.208955223880594
8046,146815099,Florida,0,100,90,0,1,1,0,6.0,2.5,2,3,1,8.0,5.0,0,1.0,1.43,1,55,1779.1044776119404,1589.0,11.940298507462687
8047,146858304,California,0,100,96,1,1,1,0,12.333333333333334,2.5,4,8,1,8.0,4.863333333333333,0,6.0,0.55,1,24,87496.11940298506,1569.0,71.64179104477611
8048,146910517,California,1,95,88,1,1,1,0,12.0,5.5,6,6,1,69.0,4.84,0,1.0,5.22,1,42,350149.25373134325,1570.0,102.98507462686567
8049,146927928,California,0,100,100,1,1,1,0,5.333333333333333,1.1666666666666667,2,2,1,2.3333333333333335,4.833333333333333,1,4.0,0.5499999999999999,1,41,47820.89552238806,1569.0,10.447761194029852
8050,147067426,Florida,2,100,0,0,1,1,2,2.0,1.5,2,2,1,0.0,5.0,0,1.0,0.04,1,14,0.0,1587.0,0.0
8051,147106089,California,0,100,94,0,1,1,0,3.5,1.0,0,2,1,13.5,4.778333333333333,0,6.0,1.64,1,36,31055.373134328358,1569.0,120.8955223880597
8052,147140337,Florida,0,97,100,0,1,1,0,4.571428571428571,1.1428571428571428,1,2,1,52.42857142857143,4.637142857142857,1,8.0,3.775714285714286,1,28,100680.59701492537,1585.0,547.7611940298507
8053,147212138,California,0,100,100,1,1,0,0,6.0,2.5,2,3,1,3.0,4.95,0,1.0,0.44,0,26,41641.79104477612,1568.0,4.477611940298507
8054,147242553,Florida,0,100,100,0,1,1,0,5.0,1.0,2,4,1,4.0,3.75,1,1.0,4.0,1,44,2591.044776119403,1586.0,5.970149253731344
8055,147377513,California,3,33,100,0,1,1,0,10.833333333333334,2.5,3,5,1,0.16666666666666666,4.326666666666667,0,6.0,1.1466666666666667,1,31,11820.89552238806,1566.0,1.492537313432836
8056,147398503,California,0,100,99,0,1,1,0,2.25,1.0,0,1,1,4.0,4.855,1,6.0,1.4675,1,29,119362.3880597015,1566.25,23.880597014925375
8057,147414645,California,0,100,100,1,1,1,0,9.0,2.0,3,5,1,41.0,4.69,1,1.0,4.25,1,26,23131.34328358209,1567.0,61.19402985074627
8058,147548470,Florida,2,100,74,0,1,1,0,4.0,1.0,2,2,1,44.0,4.79,0,1.0,2.18,1,30,42029.850746268654,1583.0,65.67164179104478
8059,147983932,California,0,100,100,1,1,1,0,2.0,1.0,0,1,1,5.0,4.84,1,1.0,0.88,1,42,26865.671641791047,1563.0,7.462686567164179
8060,148099591,California,0,100,100,0,1,0,0,6.0,1.0,2,3,1,28.0,4.79,0,1.0,2.27,1,28,19808.9552238806,1562.0,41.791044776119406
8061,148123221,California,1,100,74,0,1,1,0,2.0,1.0,1,1,1,13.0,4.91,0,1.0,0.46,1,21,7858.20895522388,1562.0,19.402985074626866
8062,148124000,California,3,0,100,1,1,1,0,2.0,1.0,0,2,1,4.0,4.89,1,1.0,2.58,0,17,26865.671641791047,1562.0,5.970149253731344
8063,148131649,Florida,0,100,100,0,1,1,0,3.0,1.0,1,3,1,11.0,4.0,1,2.0,2.77,1,33,5516.417910447762,1580.0,16.417910447761194
8064,148144578,Florida,0,100,100,0,1,1,0,6.0,1.0,2,3,1,13.0,5.0,1,1.0,4.7,1,53,6402.985074626866,1579.0,19.402985074626866
8065,148324087,California,0,90,100,0,1,1,0,2.0,1.0,0,1,1,1.0,5.0,0,1.0,0.32,1,17,3805.9701492537315,1560.0,1.492537313432836
8066,148439533,California,0,100,100,0,1,0,0,4.0,1.0,1,2,1,1.0,4.0,1,1.0,1.0,0,36,426.8656716417911,1560.0,1.492537313432836
8067,148537888,Florida,0,100,97,0,1,1,0,7.3,2.2,3,4,1,2.2,4.377000000000001,0,17.0,0.29,1,28,89284.32835820896,1576.0,32.83582089552239
8068,148541386,Florida,2,70,21,0,1,1,2,2.0,1.0,1,2,1,0.0,5.0,0,3.0,0.04,1,27,0.0,1576.0,0.0
8069,148551095,California,0,100,89,1,1,1,0,2.0,1.0,1,1,1,27.0,4.89,0,1.0,2.2,1,31,8704.477611940298,1559.0,40.298507462686565
8070,148604220,California,0,100,97,1,1,1,2,2.0,1.0,1,1,1,22.0,4.97,0,1.0,1.38,1,33,11860.298507462687,1558.0,32.83582089552239
8071,148612689,Florida,0,100,99,1,1,1,0,8.166666666666666,1.8333333333333333,2,5,1,20.166666666666668,4.93,1,6.0,1.61,1,54,231258.20895522388,1575.0,180.59701492537314
8072,148677062,California,0,100,96,1,1,1,0,6.0,1.5,1,2,1,4.428571428571429,4.814285714285715,0,8.0,0.8585714285714285,1,40,153359.7014925373,1558.0,46.26865671641791
8073,148680584,Florida,3,0,67,0,1,1,3,2.0,1.0,1,3,1,0.0,5.0,1,1.0,0.04,1,30,0.0,1575.0,0.0
8074,148797371,California,1,100,76,0,1,1,0,11.4,7.4,6,6,1,8.2,4.806,0,7.0,2.506,1,46,1391977.6119402985,1557.0,61.194029850746276
8075,148839779,California,2,88,33,0,1,1,0,12.0,5.5,5,7,1,1.0,4.0,0,1.0,1.0,1,50,5373.134328358209,1557.0,1.492537313432836
8076,148842202,California,0,100,100,1,1,0,0,4.0,1.0,1,1,1,3.0,4.83,1,1.0,2.54,1,28,18671.641791044774,1557.0,4.477611940298507
8077,148862589,California,0,100,100,0,1,1,2,2.3333333333333335,1.5,1,1,1,18.0,4.48,1,4.0,2.736666666666667,1,24,6328.358208955224,1557.0,80.59701492537313
8078,148863866,Florida,1,100,100,1,1,1,0,4.0,2.0,2,3,1,7.0,4.88,1,1.0,0.19,1,55,30277.61194029851,1574.0,10.447761194029852
8079,148874228,California,3,0,0,0,1,1,2,3.0,1.0,1,2,1,0.0,4.8149999999999995,0,2.0,0.9199999999999999,1,30,0.0,1556.0,0.0
8080,148967755,California,0,100,0,0,1,1,0,4.0,2.0,2,2,1,0.0,5.0,0,1.0,0.4,1,30,0.0,1556.0,0.0
8081,148989496,Florida,0,100,100,0,1,1,0,10.0,2.0,3,5,1,6.0,5.0,1,2.0,1.18,1,50,15402.985074626864,1573.0,8.955223880597014
8082,148990263,California,0,100,91,1,1,1,0,3.7142857142857144,1.0,0,1,1,23.857142857142858,4.778571428571429,0,15.0,7.640714285714286,1,41,404161.49253731343,1555.0,498.5074626865672
8083,149094278,California,1,100,40,0,1,1,0,3.0,1.0,1,2,1,1.0,4.87,0,1.0,0.54,1,24,343.2835820895523,1554.0,1.492537313432836
8084,149230562,Florida,0,100,93,0,1,1,0,3.6153846153846154,1.1538461538461537,1,2,1,26.923076923076923,4.631538461538462,1,13.0,2.4899999999999998,1,22,143089.55223880598,1571.2307692307693,522.3880597014926
8085,149269275,California,0,100,100,0,1,1,0,3.0,1.25,1,1,1,26.0,4.705,1,2.0,2.73,1,32,15143.283582089553,1553.0,77.61194029850746
8086,149318195,California,0,100,100,1,1,1,0,5.0,2.0,2,3,1,0.0,4.9,0,1.0,0.64,1,44,0.0,1554.0,0.0
8087,149411663,California,0,100,81,0,1,1,0,3.6666666666666665,1.3333333333333333,1,1,1,5.0,4.86,0,5.0,0.9533333333333335,1,34,32238.805970149253,1552.3333333333333,22.388059701492537
8088,149434805,California,0,100,88,1,1,1,0,3.0,1.0,1,3,1,31.0,4.97,0,1.0,6.5,1,52,7449.253731343283,1553.0,46.26865671641791
8089,149443169,Florida,0,100,96,1,1,1,0,2.3333333333333335,1.0,1,1,1,24.166666666666668,4.7283333333333335,0,7.0,2.5733333333333333,0,27,36785.82089552239,1570.8333333333333,216.41791044776122
8090,149451898,Florida,0,100,100,0,1,1,0,7.0,1.5,2,5,1,1.5,3.25,1,3.0,0.6950000000000001,0,10,3582.0895522388064,1570.0,4.477611940298508
8091,149473334,Florida,0,100,99,1,1,1,0,3.0,1.0,0,1,1,36.0,4.8100000000000005,1,2.0,3.5549999999999997,1,38,26268.656716417914,1571.0,107.46268656716418
8092,149497072,California,0,100,100,1,1,1,0,4.0,1.0,1,2,1,66.0,4.87,1,1.0,4.43,1,36,33295.522388059704,1552.0,98.50746268656717
8093,149539600,Florida,0,100,99,1,1,0,0,2.0,1.0,0,1,1,40.0,4.94,0,1.0,2.21,1,20,13850.746268656716,1569.0,59.701492537313435
8094,149564324,Florida,0,100,100,0,1,1,0,6.0,2.5,3,4,1,5.0,5.0,1,1.0,0.34,1,59,17552.23880597015,1569.0,7.462686567164179
8095,149617420,California,0,100,90,1,1,0,0,6.0,2.0,3,4,1,33.0,4.89,0,1.0,2.61,0,20,69152.23880597015,1552.0,49.25373134328358
8096,149626762,Florida,0,100,100,0,1,1,0,6.0,2.0,2,3,1,1.0,5.0,1,1.0,0.17,1,56,7488.059701492538,1569.0,1.492537313432836
8097,149635057,Florida,0,95,100,0,1,1,0,6.0,1.0,2,4,1,17.0,4.35,1,1.0,4.59,1,24,2689.5522388059703,1569.0,25.37313432835821
8098,149640635,California,0,100,60,0,1,1,3,2.0,1.0,1,1,1,1.0,5.0,0,1.0,1.0,1,25,447.7611940298508,1551.0,1.492537313432836
8099,149643665,California,0,90,99,1,1,1,0,2.0,1.0,0,1,1,95.0,4.93,0,1.0,6.69,1,24,404104.4776119403,1551.0,141.7910447761194
8100,149644360,California,0,100,100,0,1,1,2,4.0,1.0,1,2,1,14.5,4.695,0,2.0,1.42,1,23,7259.701492537313,1550.0,43.28358208955224
8101,149686005,Florida,1,100,100,1,1,1,2,2.0,1.0,1,1,1,15.0,4.93,0,1.0,1.25,1,26,4365.671641791045,1569.0,22.388059701492537
8102,149708674,Florida,0,100,96,1,1,1,2,1.0,1.0,1,1,1,1.0,5.0,1,1.0,0.64,0,15,91.044776119403,1568.0,1.492537313432836
8103,149718797,Florida,0,100,87,1,1,1,2,2.0,1.0,1,1,1,32.0,4.98,0,1.0,1.99,1,52,5970.149253731343,1568.0,47.76119402985075
8104,149722341,California,1,100,100,0,1,1,0,5.0,2.0,2,2,1,2.0,5.0,0,1.0,0.47,1,36,17119.402985074626,1549.0,2.985074626865672
8105,149740552,California,0,100,100,1,1,1,2,1.0,1.5,1,1,1,2.0,5.0,0,1.0,0.19,1,54,7611.940298507463,1551.0,2.985074626865672
8106,149840910,Florida,3,0,0,0,1,1,0,3.0,1.0,0,1,1,0.0,5.0,0,1.0,0.05,0,13,0.0,1567.0,0.0
8107,149852068,Florida,2,88,100,0,1,1,2,2.0,1.0,1,1,1,6.0,4.83,1,1.0,1.23,1,23,447.7611940298507,1568.0,8.955223880597014
8108,149971768,Florida,0,93,74,0,1,0,0,2.0,1.0,0,1,1,23.0,4.83,0,2.0,2.24,1,40,19641.791044776117,1566.0,68.65671641791045
8109,150014445,California,0,100,95,0,1,1,2,2.0,1.0,1,1,1,7.666666666666667,4.406666666666666,1,3.0,0.5233333333333333,1,54,2873.134328358209,1549.0,34.32835820895522
8110,150054518,California,0,100,92,1,1,1,0,2.0,1.0,1,1,1,38.0,4.8775,0,4.0,4.1049999999999995,1,33,37844.77611940299,1548.0,226.86567164179104
8111,150152691,Florida,0,100,100,1,1,1,0,3.5,1.0,1,2,1,38.5,4.825,1,4.0,3.145,1,44,92000.0,1565.0,229.85074626865674
8112,150177424,California,0,100,100,0,1,0,0,4.0,1.0,1,2,1,1.0,3.0,1,2.0,0.77,1,17,4477.611940298508,1548.0,1.492537313432836
8113,150267247,Florida,0,92,97,0,1,1,0,13.0,2.6666666666666665,4,6,1,3.3333333333333335,5.0,1,3.0,0.9733333333333333,1,31,95013.43283582089,1564.0,14.925373134328357
8114,150301581,California,1,100,33,0,1,0,0,3.0,1.3333333333333333,1,2,1,0.3333333333333333,4.6499999999999995,0,3.0,0.7966666666666667,1,28,2716.417910447761,1546.6666666666667,1.492537313432836
8115,150365272,California,1,100,57,0,1,1,2,2.0,1.0,1,1,1,1.0,4.68,0,1.0,0.95,1,38,2955.223880597015,1546.0,1.492537313432836
8116,150390246,Florida,1,100,100,1,1,1,2,2.0,1.0,1,1,1,7.0,4.94,0,1.0,0.55,0,35,1567.1641791044776,1564.0,10.447761194029852
8117,150510747,California,0,100,100,0,1,1,0,5.0,1.5,2,2,1,44.0,4.64,1,1.0,8.0,1,27,30261.492537313432,1546.0,65.67164179104478
8118,150512489,California,0,100,92,0,1,0,2,2.3333333333333335,1.1666666666666667,1,1,1,3.0,4.546666666666667,0,3.0,0.92,1,30,21792.537313432833,1546.0,13.432835820895521
8119,150514676,California,0,100,99,1,1,1,0,2.0,1.0,1,1,1,42.0,4.98,1,1.0,1.37,1,47,15671.641791044776,1545.0,62.6865671641791
8120,150522224,California,0,100,100,1,1,1,0,4.0,1.0,0,2,1,126.0,4.85,1,1.0,7.41,1,26,17489.55223880597,1545.0,188.0597014925373
8121,150585095,Florida,0,100,100,1,1,1,0,9.0,2.0,3,5,1,14.0,5.0,1,1.0,4.62,1,57,3113.432835820896,1563.0,20.895522388059703
8122,150622345,California,0,86,99,0,1,1,0,9.0,3.0,3,3,1,3.8333333333333335,4.1450000000000005,1,8.0,1.1683333333333332,1,20,290283.58208955225,1544.8333333333333,34.32835820895522
8123,150716631,Florida,1,100,27,0,1,0,2,3.0,1.0,1,1,1,2.0,4.725,0,2.0,0.52,1,12,680.5970149253732,1562.0,5.970149253731344
8124,150756103,California,0,100,98,1,1,1,0,4.0,1.5,1,1,1,1.5,4.970000000000001,0,2.0,1.81,1,34,22234.328358208957,1543.5,4.477611940298508
8125,150756264,Florida,1,100,100,0,1,1,0,5.0,2.0,3,3,1,10.0,4.9,0,1.0,0.91,1,53,32388.059701492537,1561.0,14.925373134328359
8126,150825276,California,0,100,49,1,1,1,0,2.0,1.0,1,1,1,11.0,4.96,0,1.0,1.0,1,24,8208.955223880597,1543.0,16.417910447761194
8127,150841131,California,2,100,0,0,1,1,0,4.0,1.0,1,2,1,0.0,4.91,0,1.0,0.5,1,27,0.0,1542.0,0.0
8128,150874299,California,3,0,0,0,1,1,0,2.0,1.5,1,1,1,0.0,4.93,0,1.0,0.58,1,24,0.0,1543.0,0.0
8129,150897788,California,0,100,100,1,1,1,0,3.0,1.0,1,1,1,44.0,4.97,1,1.0,3.63,0,21,41767.164179104475,1542.0,65.67164179104478
8130,150981638,California,1,88,100,1,1,1,0,4.0,1.0,2,2,1,4.0,4.88,0,1.0,0.95,1,42,20597.014925373136,1542.0,5.970149253731344
8131,150994076,California,0,100,60,0,1,1,0,2.0,1.0,1,1,1,0.0,4.609999999999999,0,4.0,0.21250000000000002,1,29,0.0,1541.5,0.0
8132,151026020,California,1,100,100,0,1,1,2,2.0,1.0,1,1,1,0.0,4.44,0,1.0,0.37,1,21,0.0,1542.0,0.0
8133,151139394,California,0,100,98,1,1,0,0,2.0,1.0,0,1,1,66.0,4.85,0,1.0,4.3,1,29,16943.283582089553,1541.0,98.50746268656717
8134,151156806,California,0,100,99,0,1,0,2,1.0,1.5,1,1,1,14.333333333333334,4.736666666666667,1,3.0,0.88,1,17,6313.432835820896,1540.6666666666667,64.17910447761194
8135,151165454,California,0,100,100,0,1,0,0,6.0,1.0,2,4,1,3.0,4.84,1,1.0,2.87,1,35,23373.134328358206,1541.0,4.477611940298507
8136,151165534,Florida,0,100,100,0,1,0,0,2.0,1.0,1,1,1,3.0,5.0,0,1.0,2.81,1,48,841.7910447761193,1558.0,4.477611940298507
8137,151246451,California,0,100,97,0,1,1,0,2.0,1.0,0,1,1,113.0,4.63,0,1.0,5.93,1,47,15685.074626865671,1540.0,168.65671641791045
8138,151257293,California,1,100,76,1,1,1,0,2.0,1.0,0,2,1,32.0,4.96,0,1.0,2.48,1,41,23068.65671641791,1540.0,47.76119402985075
8139,151281699,California,0,100,100,0,1,1,0,6.0,2.0,2,3,1,49.0,4.59,1,1.0,3.63,1,32,36859.701492537315,1539.0,73.13432835820896
8140,151294672,California,0,100,100,1,1,0,0,2.0,1.0,1,2,1,88.0,4.87,1,1.0,6.81,1,32,10376.119402985074,1540.0,131.34328358208955
8141,151335297,California,0,100,96,1,1,1,0,2.0,1.0,0,1,1,27.0,4.95,0,1.0,3.5,1,31,3385.0746268656717,1539.0,40.298507462686565
8142,151397468,Florida,0,99,100,0,1,0,0,4.0,2.0,2,2,1,8.0,4.1,1,1.0,0.6,1,29,13516.417910447763,1556.0,11.940298507462687
8143,151436080,California,3,10,39,0,1,0,2,2.0,1.5,1,1,1,2.2,4.618,0,6.0,0.246,1,35,3134.3283582089553,1539.0,16.417910447761194
8144,151442610,California,0,100,89,1,1,1,2,2.0,3.0,1,1,1,21.2,4.828,0,6.0,1.85,1,30,5429.8507462686575,1538.4,158.2089552238806
8145,151462047,California,1,93,100,0,1,1,0,6.0,2.0,3,3,1,3.0,5.0,0,1.0,3.0,1,46,1029.8507462686566,1538.0,4.477611940298507
8146,151544836,California,1,100,94,0,1,1,0,2.6666666666666665,1.3333333333333333,1,1,1,12.666666666666666,4.733333333333333,0,3.0,1.1533333333333333,1,24,26543.283582089553,1537.3333333333333,56.71641791044776
8147,151557532,Florida,0,100,98,0,1,1,0,4.0,1.0,1,5,1,17.5,4.8149999999999995,1,2.0,1.4300000000000002,1,41,6488.059701492537,1555.0,52.23880597014926
8148,151561658,California,0,100,99,0,1,0,0,2.0,1.0,1,1,1,66.0,4.61,1,1.0,5.38,1,28,13397.014925373134,1538.0,98.50746268656717
8149,151567939,California,0,100,100,1,1,1,0,5.6,1.3,2,2,1,37.8,4.79,1,5.0,12.919999999999998,1,24,40374.62686567164,1536.8,282.08955223880594
8150,151594657,California,0,100,0,0,1,0,2,1.0,1.0,1,1,1,0.0,4.67,1,1.0,0.08,1,23,0.0,1538.0,0.0
8151,151595358,Florida,2,70,13,0,1,0,2,2.0,1.0,1,1,1,1.0,5.0,0,1.0,0.83,0,14,179.1044776119403,1555.0,1.492537313432836
8152,151597308,California,0,100,100,0,1,0,0,12.5,2.25,5,7,1,61.0,4.725,1,2.0,6.45,1,37,102937.31343283583,1538.0,182.089552238806
8153,151641107,Florida,1,100,77,1,1,0,0,4.0,1.0,1,2,1,14.0,5.0,0,1.0,1.37,1,53,19600.0,1554.0,20.895522388059703
8154,151696161,Florida,0,100,100,0,1,1,0,4.0,2.0,1,1,1,1.0,1.0,1,1.0,0.18,0,10,358.2089552238806,1554.0,1.492537313432836
8155,151705764,California,0,100,100,1,1,0,0,5.0,1.5,2,3,1,17.0,4.89,0,1.0,3.83,1,41,19562.68656716418,1536.0,25.37313432835821
8156,151712693,California,0,100,100,1,1,1,2,1.0,1.0,1,1,1,1.0,5.0,1,1.0,0.73,1,57,3805.9701492537315,1537.0,1.492537313432836
8157,151731418,California,1,100,50,1,1,1,2,2.0,1.0,1,1,1,0.0,4.92,0,1.0,0.53,1,16,0.0,1536.0,0.0
8158,151788065,Florida,0,100,100,0,1,1,0,4.0,1.0,1,2,1,0.0,5.0,0,1.0,0.08,1,41,0.0,1553.0,0.0
8159,151919760,California,3,29,56,0,1,1,0,4.0,2.5,2,3,1,2.0,5.0,0,1.0,0.18,1,20,2985.0746268656717,1535.0,2.985074626865672
8160,151942431,California,0,100,85,1,1,1,0,5.0,2.0,2,3,1,2.0,4.78,1,1.0,0.99,1,34,13973.13432835821,1535.0,2.985074626865672
8161,151950457,California,1,100,98,1,1,1,2,1.6666666666666667,1.0,1,1,1,10.0,4.833333333333333,0,3.0,2.8666666666666667,1,33,15056.71641791045,1535.0,44.776119402985074
8162,151981335,California,0,100,67,1,1,1,0,6.0,1.0,2,3,1,0.0,5.0,0,1.0,0.56,1,57,0.0,1534.0,0.0
8163,152056523,Florida,1,100,80,0,1,0,0,4.0,2.0,2,2,1,0.0,0.0,0,1.0,0.04,0,17,0.0,1551.0,0.0
8164,152064805,California,1,100,100,1,1,1,0,5.0,2.0,2,4,1,24.0,4.79,0,1.0,2.79,1,38,38059.70149253731,1533.0,35.82089552238806
8165,152087790,Florida,0,100,100,0,1,1,0,2.0,1.0,1,1,1,6.0,5.0,1,1.0,2.95,1,51,3044.776119402985,1551.0,8.955223880597014
8166,152162156,Florida,0,100,100,0,1,0,0,4.235294117647059,1.2352941176470589,1,2,1,40.8235294117647,4.7952941176470585,1,17.0,3.4976470588235293,1,24,352623.8805970149,1550.0,1035.8208955223881
8167,152191094,California,0,90,100,0,1,1,2,2.0,1.0,1,1,1,5.0,4.83,1,1.0,2.09,1,16,3805.9701492537315,1533.0,7.462686567164179
8168,152200309,California,0,100,94,1,1,0,0,3.0,1.5,1,1,1,28.0,4.9350000000000005,0,2.0,1.3900000000000001,1,34,14713.432835820895,1533.0,83.58208955223881
8169,152240785,Florida,0,100,98,1,1,1,0,13.0,2.0,3,8,1,17.0,4.925,0,4.0,1.1625,1,48,270788.05970149254,1550.0,101.49253731343283
8170,152266440,California,0,100,93,0,1,1,2,2.0,1.0,1,1,1,19.0,4.76,0,1.0,1.75,0,16,5104.477611940299,1533.0,28.35820895522388
8171,152270560,California,0,100,100,1,1,1,0,8.0,2.0,3,4,1,20.0,4.92,1,1.0,1.7,1,31,24626.865671641794,1532.0,29.850746268656717
8172,152279636,California,1,100,97,0,1,0,2,2.0,1.0,1,1,1,28.0,4.79,0,2.0,3.31,1,46,11283.58208955224,1532.0,41.791044776119406
