,host_id,state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,has_availability,number_of_reviews_ltm,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month,essentials,other_amenities,hotel_room_revenue,host_experience,total_bookings
2452,12742665,California,0,100,95,0,1,0,0,2.0,1.0,0,1,1,4.0,4.0,0,2.0,0.98,1,43,477.6119402985075,2837.0,5.970149253731344
2453,12745513,California,0,100,79,1,1,1,2,2.0,1.5,1,1,1,12.0,4.885,0,2.0,0.935,1,35,4871.641791044776,2836.0,35.82089552238806
2454,12745559,California,2,60,100,0,1,0,0,3.0,1.0,1,1,1,1.0,4.72,1,1.0,2.3,0,12,7402.985074626866,2835.0,1.492537313432836
2455,12756698,Florida,0,100,95,0,1,1,0,2.0,1.0,0,1,1,28.666666666666668,4.1000000000000005,0,3.0,1.2833333333333334,0,15,11046.268656716418,2853.0,128.3582089552239
2456,12761355,California,0,100,91,1,1,1,0,4.666666666666667,1.3333333333333333,1,2,1,24.666666666666668,4.836666666666667,0,3.0,2.013333333333333,1,43,77579.10447761194,2836.0,110.44776119402985
2457,12771122,California,0,100,100,1,1,1,0,3.0,1.0,1,2,1,5.0,5.0,0,1.0,0.42,1,45,23134.328358208957,2835.0,7.462686567164179
2458,12773464,Florida,0,100,98,1,1,1,0,4.0,1.0,1,2,1,24.0,4.9399999999999995,0,2.0,1.7249999999999999,1,35,20211.940298507463,2853.0,71.64179104477611
2459,12775860,California,0,100,94,1,1,1,0,2.0,1.0,0,1,1,19.0,5.0,0,1.0,3.97,1,36,85074.62686567164,2835.0,28.35820895522388
2460,12806148,California,1,100,69,0,1,1,2,1.0,1.0,1,1,1,2.0,4.2,0,1.0,2.1,1,30,4835.820895522388,2835.0,2.985074626865672
2461,12808522,California,0,100,97,0,1,1,0,3.5,2.0,1,2,1,16.5,4.859999999999999,1,2.0,2.2750000000000004,1,31,13298.507462686568,2835.0,49.25373134328358
2462,12814972,California,2,70,11,0,1,1,0,3.0,3.0,3,3,1,1.0,5.0,0,2.0,0.08,1,50,8283.58208955224,2833.0,1.492537313432836
2463,12831142,California,0,100,96,1,1,1,0,2.0,1.0,1,1,1,15.0,4.87,0,1.0,0.87,0,17,9335.820895522387,2834.0,22.388059701492537
2464,12841792,California,0,100,98,1,1,0,2,2.0,1.0,1,1,1,58.0,4.96,0,1.0,5.93,0,18,58692.53731343284,2834.0,86.56716417910448
2465,12875857,California,1,100,89,0,1,1,0,5.0,2.0,3,2,1,8.0,4.55,0,1.0,0.24,1,26,8334.328358208955,2833.0,11.940298507462687
2466,12877446,California,0,100,74,1,1,1,2,1.0,1.0,1,1,1,1.0,4.88,0,2.0,0.175,1,35,8507.462686567165,2833.0,2.985074626865672
2467,12878437,Florida,2,84,38,0,1,1,0,4.75,1.5,1,2,1,2.625,3.5475000000000003,0,9.0,0.175,1,31,34297.014925373136,2850.0,31.34328358208955
2468,12880886,California,0,100,98,0,1,1,0,7.666666666666667,2.0,3,6,1,11.0,4.733333333333333,1,3.0,6.833333333333333,1,32,58052.835820895525,2833.0,49.25373134328358
2469,12895801,California,0,100,100,0,1,1,0,8.5,4.25,4,4,1,0.5,3.685,0,3.0,0.53,1,41,6940.298507462687,2832.0,1.492537313432836
2470,12896578,California,2,79,23,0,1,1,0,4.0,1.6666666666666667,1,1,1,7.0,4.933333333333334,0,3.0,0.89,1,50,13710.44776119403,2831.3333333333335,31.343283582089555
2471,12905433,California,1,100,71,1,1,1,0,5.0,1.0,2,2,1,14.0,5.0,0,1.0,3.64,1,33,200597.01492537314,2830.0,20.895522388059703
2472,12911405,California,3,33,100,0,1,1,2,4.0,1.0,1,2,1,0.0,4.0,1,1.0,0.22,1,17,0.0,2832.0,0.0
2473,12911960,California,0,100,100,0,1,1,0,4.0,2.0,3,3,1,1.0,4.79,0,1.0,0.87,1,37,5820.89552238806,2832.0,1.492537313432836
2474,12915906,California,0,100,100,0,1,1,0,2.0,1.0,0,1,1,1.0,5.0,0,1.0,0.58,1,38,3582.0895522388064,2830.0,1.492537313432836
2475,12916589,California,1,100,93,1,1,1,0,3.0,1.0,1,1,1,3.0,4.925,0,2.0,1.315,1,31,23283.58208955224,2831.0,8.955223880597016
2476,12939323,California,0,100,91,1,1,1,0,2.6666666666666665,1.0,0,1,1,32.0,4.913333333333333,1,3.0,2.3233333333333333,1,61,72120.89552238805,2830.0,143.28358208955223
2477,12966089,California,1,100,100,0,1,1,2,1.0,1.0,1,1,1,1.0,5.0,0,1.0,0.25,1,14,1149.2537313432836,2830.0,1.492537313432836
2478,12966517,Florida,0,100,100,0,1,1,0,8.0,2.0,3,4,1,14.5,4.62,1,2.0,1.48,1,59,28497.014925373132,2847.0,43.28358208955224
2479,12975644,Florida,0,97,100,1,1,1,0,2.0,1.0,1,1,1,54.5,4.875,1,2.0,4.115,1,28,29764.179104477615,2846.5,162.6865671641791
2480,13006735,California,0,100,100,1,1,1,2,1.0,1.0,1,1,1,2.0,5.0,0,1.0,0.4,1,34,4925.373134328359,2827.0,2.985074626865672
2481,13044882,California,1,88,100,0,1,1,0,4.0,1.0,0,2,1,7.0,4.81,1,1.0,2.31,1,17,21940.29850746269,2827.0,10.447761194029852
2482,13046293,California,0,100,100,0,1,1,0,3.6666666666666665,1.3333333333333333,1,2,1,1.6666666666666667,4.55,1,5.0,0.5833333333333334,1,24,16343.283582089553,2827.0,7.462686567164178
2483,13061520,California,0,100,0,1,1,0,0,3.0,1.0,0,2,1,1.0,4.77,0,1.0,1.47,1,24,3134.3283582089553,2827.0,1.492537313432836
2484,13063934,California,0,100,97,1,1,1,0,8.0,2.0,3,4,1,38.0,4.81,1,1.0,3.61,1,27,288096.7164179104,2826.0,56.71641791044776
2485,13075682,Florida,0,100,80,1,1,0,2,2.0,1.0,1,1,1,13.666666666666666,4.866666666666667,0,3.0,2.98,1,44,3765.6716417910447,2845.0,61.19402985074627
2486,13077136,Florida,2,80,78,0,1,1,0,8.0,2.0,3,4,1,4.0,4.5,0,2.0,0.175,1,14,10974.626865671644,2844.0,11.940298507462687
2487,13077866,Florida,0,100,64,1,1,1,0,6.0,2.0,2,2,1,5.0,5.0,0,1.0,0.36,1,58,1589.55223880597,2844.0,7.462686567164179
2488,13080257,California,0,100,98,0,1,0,0,4.0,1.0,1,2,1,48.0,4.8,1,1.0,4.58,1,35,12752.238805970148,2826.0,71.64179104477611
2489,13106267,California,0,100,100,1,1,0,0,2.0,1.0,1,1,1,61.0,4.91,0,1.0,8.86,1,28,34141.79104477612,2826.0,91.04477611940298
2490,13108795,California,2,100,88,1,1,1,0,1.0,1.0,0,1,1,3.0,4.88,0,2.0,1.6,1,25,5968.65671641791,2826.0,4.477611940298507
2491,13127060,Florida,1,100,56,0,1,1,2,2.0,1.0,1,1,1,3.0,4.38,0,1.0,0.34,1,41,738.8059701492537,2843.0,4.477611940298507
2492,13158011,California,0,100,100,1,1,0,2,1.8571428571428572,1.5714285714285714,1,1,1,1.1428571428571428,4.7128571428571435,1,7.0,0.5814285714285715,1,22,17304.4776119403,2823.8571428571427,11.940298507462687
2493,13171981,California,1,100,79,0,1,1,2,2.0,2.0,1,1,1,1.3333333333333333,4.616666666666667,1,3.0,0.7266666666666667,1,30,11462.686567164179,2823.0,5.970149253731344
2494,13195796,California,1,86,46,0,1,1,2,2.0,1.0,1,1,1,0.0,5.0,0,2.0,0.03,1,31,0.0,2822.0,0.0
2495,13204800,California,3,0,0,0,1,1,2,2.0,1.0,1,1,1,0.0,5.0,0,1.0,0.14,1,32,0.0,2823.0,0.0
2496,13209043,California,0,92,94,0,1,1,0,7.0,2.0,3,4,1,44.0,4.52,0,1.0,20.84,1,34,34543.283582089556,2821.0,65.67164179104478
2497,13226340,California,0,89,83,0,1,1,0,2.0,1.0,1,1,1,5.0,5.0,0,2.0,0.69,1,35,26373.13432835821,2821.0,7.462686567164179
2498,13227145,California,2,80,33,0,1,1,0,4.0,2.0,2,2,1,1.0,5.0,0,1.0,0.04,1,20,8955.223880597016,2821.0,1.492537313432836
2499,13235773,Florida,0,92,100,0,1,1,0,2.0,1.0,1,1,1,3.0,4.625,1,3.0,2.45,1,21,1101.4925373134329,2839.0,8.955223880597016
2500,13235796,California,1,100,50,1,1,1,2,1.0,1.0,1,1,1,0.0,5.0,0,1.0,0.09,1,40,0.0,2822.0,0.0
2501,13241617,California,1,100,80,1,1,1,0,1.5,1.0,1,2,1,1.5,5.0,0,2.0,0.395,1,29,18805.970149253728,2822.0,4.477611940298507
2502,13241776,California,1,100,83,0,1,1,0,4.0,1.0,2,2,1,12.0,4.92,0,1.0,2.29,1,49,8274.62686567164,2821.0,17.91044776119403
2503,13245574,California,0,80,95,0,1,1,0,2.0,1.0,1,1,1,11.0,4.44,0,1.0,3.06,1,14,6797.014925373134,2822.0,16.417910447761194
2504,13246041,California,0,100,99,1,1,1,0,6.0,1.5,2,3,1,47.0,4.87,0,1.0,4.61,1,53,45456.716417910444,2821.0,70.14925373134328
2505,13273309,California,0,100,79,0,1,1,0,2.0,1.0,1,1,1,3.0,5.0,0,1.0,0.27,1,16,2382.089552238806,2819.0,4.477611940298507
2506,13278328,California,1,100,78,0,1,1,0,6.0,2.0,3,3,1,4.0,4.75,0,1.0,0.6,1,74,5641.79104477612,2820.0,5.970149253731344
2507,13286274,California,1,100,93,1,1,1,2,2.0,1.5,1,1,1,10.5,5.0,0,2.0,2.3449999999999998,1,45,1955.2238805970148,2820.0,31.34328358208955
2508,13310949,California,1,100,79,0,1,1,2,1.5,1.0,1,1,1,2.0,4.77,0,4.0,0.42000000000000004,1,23,9402.985074626866,2820.0,5.970149253731344
2509,13338713,California,2,100,61,1,1,1,0,3.5,1.5,1,1,1,4.5,4.95,0,2.0,0.265,1,42,30000.0,2819.0,13.432835820895523
2510,13352579,Florida,1,100,50,0,1,0,0,3.0,1.0,0,2,1,1.0,5.0,0,1.0,0.71,1,44,398.5074626865672,2837.0,1.492537313432836
2511,13377214,California,0,100,92,1,1,1,2,2.0,1.5,1,1,1,8.0,4.91,0,1.0,0.74,1,59,2089.5522388059703,2818.0,11.940298507462687
2512,13394758,Florida,0,100,100,0,1,1,0,5.0,2.0,2,3,1,2.0,4.0,1,1.0,1.46,1,39,397.01492537313436,2835.0,2.985074626865672
2513,13413336,California,2,100,66,0,1,1,0,4.0,2.0,2,2,1,16.0,4.82,0,1.0,0.84,1,22,38447.76119402985,2816.0,23.880597014925375
2514,13458905,California,0,100,100,1,1,1,2,2.0,1.0,1,1,1,0.0,5.0,0,1.0,0.63,1,32,0.0,2816.0,0.0
2515,13477608,California,1,100,89,0,1,1,0,4.0,1.0,2,2,1,52.0,4.96,0,1.0,9.81,1,50,54017.91044776119,2814.0,77.61194029850746
2516,13482303,California,1,89,82,1,1,1,0,2.0,1.0,0,1,1,19.0,4.87,0,1.0,2.45,1,49,9216.41791044776,2815.0,28.35820895522388
2517,13488012,California,0,100,0,1,1,1,0,6.0,3.5,3,4,1,0.0,4.9,0,1.0,2.07,0,23,0.0,2814.0,0.0
2518,13495973,Florida,1,86,84,0,1,0,0,5.0,2.0,2,2,1,2.5,5.0,0,4.0,0.23,1,39,17761.194029850747,2832.0,7.462686567164179
2519,13496677,California,0,100,71,1,1,1,0,5.0,4.5,5,5,1,4.0,4.87,0,1.0,1.23,1,58,71641.79104477612,2814.0,5.970149253731344
2520,13531970,California,1,100,99,1,1,1,0,2.0,1.0,1,1,1,60.0,4.95,0,1.0,3.9,0,18,25970.149253731342,2814.0,89.55223880597015
2521,13535174,California,0,100,100,1,1,1,0,4.0,1.5,2,2,1,0.0,4.92,0,1.0,1.71,1,56,0.0,2813.0,0.0
2522,13539960,California,0,100,67,1,1,0,0,2.0,1.0,1,1,1,0.0,5.0,1,2.0,0.09,1,27,0.0,2813.0,0.0
2523,13546127,California,0,100,96,1,1,1,2,2.0,1.0,1,1,1,21.0,4.73,0,1.0,3.24,1,44,3008.955223880597,2813.0,31.34328358208955
2524,13564928,Florida,0,100,75,1,1,1,0,4.0,1.4,2,2,1,12.2,4.924,0,5.0,0.724,1,36,67594.32835820896,2830.0,91.04477611940298
2525,13566359,California,1,100,94,1,1,1,0,3.3333333333333335,1.0,1,1,1,2.3333333333333335,4.94,0,3.0,1.6500000000000001,1,33,45944.77611940299,2812.6666666666665,10.447761194029852
2526,13585082,California,1,100,95,0,1,1,0,4.666666666666667,1.0,0,1,1,2.6666666666666665,4.593333333333333,0,3.0,3.026666666666667,1,27,26910.447761194027,2813.0,11.940298507462686
2527,13585136,California,1,100,100,1,1,1,0,6.0,2.0,3,3,1,3.0,4.97,0,1.0,1.11,0,29,49029.850746268654,2812.0,4.477611940298507
2528,13585689,California,0,94,100,1,1,1,0,3.0,1.0,0,2,1,25.0,4.88,1,1.0,3.03,1,31,14552.23880597015,2812.0,37.3134328358209
2529,13612337,California,1,96,16,0,1,1,0,2.0,1.0,1,1,1,9.0,5.0,0,1.0,1.39,1,21,10235.820895522389,2811.0,13.432835820895523
2530,13614483,Florida,0,99,100,0,1,1,0,5.0,1.5,1,2,1,41.5,4.455,1,2.0,3.63,1,29,84869.25373134328,2829.0,123.88059701492537
2531,13618808,California,0,100,75,1,1,1,0,4.0,1.0,2,2,1,21.0,4.93,0,1.0,2.11,1,54,23413.432835820895,2812.0,31.34328358208955
2532,13621311,California,0,100,100,0,1,1,0,5.75,1.875,1,2,1,3.625,4.4325,1,10.0,1.01375,1,60,222268.65671641793,2810.375,43.28358208955224
2533,13640226,California,0,100,86,0,1,1,0,3.0,1.75,2,2,1,21.0,4.695,0,2.0,1.9849999999999999,1,38,38865.67164179104,2811.0,62.6865671641791
2534,13712362,California,1,100,85,0,1,1,0,3.0,1.0,2,2,1,5.0,4.83,0,1.0,0.8,1,36,10552.23880597015,2809.0,7.462686567164179
2535,13716757,California,1,100,69,0,1,1,0,3.0,1.0,1,2,1,20.0,4.74,0,1.0,0.63,1,31,23761.194029850747,2809.0,29.850746268656717
2536,13735500,California,0,100,96,1,1,1,0,2.0,1.0,0,1,1,3.0,4.74,0,1.0,0.88,1,15,14238.805970149253,2808.0,4.477611940298507
2537,13741045,California,0,100,100,1,1,1,2,2.0,1.5,1,1,1,4.0,4.95,0,1.0,1.88,1,38,489.5522388059702,2808.0,5.970149253731344
2538,13749383,Florida,0,100,90,0,1,0,0,4.0,1.0,1,3,1,7.5,4.715,0,2.0,1.555,1,19,11892.537313432835,2825.0,22.388059701492537
2539,13751512,California,0,100,99,1,1,1,0,3.0,1.0,1,2,1,58.0,4.93,0,1.0,4.39,1,43,26835.82089552239,2808.0,86.56716417910448
2540,13753992,California,3,0,100,0,1,0,0,12.0,5.5,5,8,1,3.0,4.88,0,1.0,0.67,1,20,214925.37313432834,2807.0,4.477611940298507
2541,13754011,California,2,75,100,1,1,0,0,2.0,1.0,1,1,1,0.0,4.99,0,1.0,2.51,1,28,0.0,2807.0,0.0
2542,13760953,California,0,100,67,1,1,1,0,4.0,1.0,1,1,1,4.0,4.71,0,1.0,0.72,1,35,23104.4776119403,2807.0,5.970149253731344
2543,13782941,Florida,0,100,25,0,1,1,2,2.0,1.0,1,1,1,0.5,5.0,1,2.0,0.05500000000000001,1,44,470.1492537313433,2824.0,1.492537313432836
2544,13789616,California,0,100,100,0,1,1,0,6.0,2.5,3,3,1,38.0,4.71,0,1.0,2.28,1,41,12931.34328358209,2807.0,56.71641791044776
2545,13815316,California,1,100,77,0,1,1,0,2.0,3.5,2,2,1,0.0,5.0,0,1.0,0.12,1,24,0.0,2805.0,0.0
2546,13816520,California,2,90,89,1,1,1,0,5.0,2.0,1,1,1,16.0,4.96,0,1.0,0.65,1,31,22089.552238805973,2805.0,23.880597014925375
2547,13837305,California,0,100,98,1,1,1,0,1.5,1.0,1,1,1,38.0,4.970000000000001,0,2.0,3.52,1,50,19586.417910447763,2804.0,113.43283582089552
2548,13838752,California,0,100,100,0,1,1,0,2.0,1.0,0,1,1,46.0,4.72,1,1.0,4.55,1,18,5080.597014925373,2805.0,68.65671641791045
2549,13840237,Florida,1,100,86,1,1,1,0,6.0,2.0,3,3,1,15.0,4.95,0,1.0,0.84,1,24,33582.08955223881,2419.0,22.388059701492537
2550,13856090,California,0,100,84,0,1,1,0,11.5,2.4166666666666665,3,8,1,4.833333333333333,4.515,1,25.0,1.213888888888889,1,42,975134.328358209,2804.8888888888887,129.8507462686567
2551,13870525,California,0,100,97,1,1,1,0,10.0,3.0,4,5,1,25.0,4.74,0,1.0,1.06,1,35,282257.46268656716,2805.0,37.3134328358209
2552,13886188,California,2,100,20,1,1,1,0,8.0,3.5,4,5,1,1.0,4.81,0,1.0,0.4,1,38,17238.805970149253,2803.0,1.492537313432836
2553,13895699,California,2,100,75,0,1,1,0,8.0,3.0,4,5,1,1.0,4.4,0,1.0,0.13,1,59,4377.611940298508,2803.0,1.492537313432836
2554,13967941,California,0,100,98,1,1,1,0,4.0,1.5,2,2,1,14.5,4.96,1,2.0,3.045,0,19,412388.05970149254,2801.5,43.28358208955224
2555,13976267,California,0,100,82,1,1,1,0,5.0,1.0,1,3,1,30.0,4.82,0,1.0,1.6,1,46,18483.582089552237,2802.0,44.776119402985074
2556,13992754,California,0,100,98,0,1,1,0,2.6582278481012658,1.3164556962025316,1,1,1,4.050632911392405,4.401898734177215,1,93.0,0.6431645569620253,1,29,1044941.6417910449,2800.6329113924053,477.6119402985075
2557,14008487,California,1,100,94,1,1,1,0,4.0,1.5,1,2,1,29.5,4.9,0,2.0,3.12,1,36,26603.58208955224,2801.0,88.05970149253731
2558,14014238,California,2,83,100,0,1,1,0,8.0,3.5,3,3,1,0.0,5.0,0,2.0,0.32,1,20,0.0,2800.0,0.0
2559,14080435,Florida,0,100,100,0,1,1,0,7.75,1.5,3,4,1,24.5,4.86625,1,8.0,2.5100000000000002,1,41,85080.44776119402,2816.0,292.5373134328358
2560,14088613,Florida,0,100,94,0,1,1,0,6.0,1.0,3,3,1,5.0,4.6,1,1.0,2.03,1,59,8850.746268656716,2816.0,7.462686567164179
2561,14095737,Florida,0,100,95,0,1,1,0,10.0,2.0,4,7,1,3.0,4.67,0,1.0,0.76,0,16,7799.999999999999,2816.0,4.477611940298507
2562,14101783,California,1,100,100,1,1,1,0,4.0,1.0,1,2,1,11.0,5.0,0,1.0,0.83,1,42,14365.671641791045,2799.0,16.417910447761194
2563,14112543,Florida,0,100,100,0,1,0,0,3.6,1.0,0,2,1,14.0,4.715999999999999,1,5.0,1.168,1,45,171685.37313432834,2815.2,104.4776119402985
2564,14201269,Florida,0,100,99,1,1,1,0,9.333333333333334,2.8333333333333335,4,6,1,16.0,5.0,0,3.0,3.82,1,63,445415.67164179106,2813.3333333333335,71.64179104477611
2565,14202624,California,0,100,87,0,1,1,0,2.0,1.0,1,1,1,7.0,4.86,1,1.0,7.0,1,21,25011.940298507463,2795.0,10.447761194029852
2566,14209183,California,0,100,100,0,1,1,0,4.0,3.0,3,2,1,13.0,4.85,1,1.0,3.07,1,40,9662.686567164179,2795.0,19.402985074626866
2567,14213675,California,2,100,100,0,1,1,2,2.0,1.0,1,1,1,1.0,5.0,0,2.0,0.05,1,42,4791.044776119404,2795.0,1.492537313432836
2568,14219726,Florida,0,100,99,1,1,1,0,8.666666666666666,2.0,2,5,1,43.666666666666664,4.8566666666666665,1,3.0,3.623333333333333,1,55,59152.23880597015,2812.0,195.52238805970148
2569,14248528,California,0,100,94,1,1,1,2,2.0,1.0,1,1,1,17.0,4.94,0,1.0,4.47,1,43,3780.597014925373,2795.0,25.37313432835821
2570,14265892,California,0,100,99,1,1,0,0,2.0,1.0,1,1,1,107.0,4.98,0,1.0,7.12,1,33,718656.7164179105,2794.0,159.70149253731344
2571,14277626,California,2,100,17,0,1,1,0,3.0,1.0,1,1,1,0.0,4.695,0,2.0,1.1,1,20,0.0,2793.0,0.0
2572,14288619,Florida,0,100,76,1,1,1,0,5.666666666666667,1.3333333333333333,2,2,1,35.333333333333336,4.843333333333334,0,3.0,2.59,1,45,148962.38805970145,2811.0,158.2089552238806
2573,14290488,Florida,2,100,57,0,1,0,2,1.0,1.0,1,1,1,1.0,5.0,0,1.0,0.17,1,25,67.16417910447761,2811.0,1.492537313432836
2574,14293161,California,2,50,33,0,1,1,0,4.5,1.5,2,3,1,0.0,4.574999999999999,0,2.0,1.19,1,38,0.0,2793.0,0.0
2575,14298031,California,1,100,100,0,1,0,0,4.0,2.5,2,2,1,0.0,4.86,1,1.0,0.31,0,16,0.0,2794.0,0.0
2576,14301034,California,0,100,98,1,1,1,0,3.0,1.0,1,2,1,66.0,4.99,1,1.0,5.79,1,51,27385.074626865673,2792.0,98.50746268656717
2577,14310639,Florida,0,100,97,0,1,1,0,3.9587628865979383,1.5154639175257731,1,2,1,4.072164948453608,4.605670103092783,1,102.0,0.5197938144329897,1,26,1275740.7462686568,2810.0,589.5522388059702
2578,14324932,Florida,0,89,89,0,1,1,0,3.28,1.04,0,1,1,4.0,4.2372000000000005,1,35.0,0.6076,1,19,134923.88059701494,2810.0,149.2537313432836
2579,14327387,California,2,80,40,0,1,1,0,2.0,1.0,1,1,1,1.0,5.0,0,1.0,0.09,1,32,8955.223880597016,2793.0,1.492537313432836
2580,14339865,California,1,100,64,0,1,1,2,8.0,2.0,3,3,1,4.0,4.81,0,1.0,2.35,1,65,2197.0149253731342,2793.0,5.970149253731344
2581,14340715,California,0,100,67,0,1,1,0,2.0,1.0,1,1,1,0.0,5.0,0,1.0,0.07,1,14,0.0,2792.0,0.0
2582,14343052,California,3,0,0,0,1,1,0,1.0,1.0,1,1,1,0.0,5.0,0,1.0,0.16,1,13,0.0,2792.0,0.0
2583,14344943,California,0,100,96,1,1,1,0,6.0,2.0,3,3,1,26.0,4.92,0,1.0,2.59,1,52,38417.91044776119,2791.0,38.80597014925373
2584,14379584,California,0,100,87,0,1,0,0,4.0,1.0,1,1,1,5.0,5.0,0,1.0,0.31,0,27,23134.328358208957,2792.0,7.462686567164179
2585,14403321,California,0,100,92,1,1,1,0,2.0,1.0,1,1,1,21.0,4.9,0,1.0,3.85,0,16,21062.68656716418,2791.0,31.34328358208955
2586,14417583,California,0,100,99,1,1,1,0,2.0,1.5,1,1,1,33.0,4.97,0,1.0,4.83,1,60,22853.731343283584,2791.0,49.25373134328358
2587,14422984,California,0,100,100,0,1,1,0,8.0,3.0,4,4,1,0.0,4.43,1,1.0,0.82,1,31,0.0,2790.0,0.0
2588,14450110,California,2,100,86,0,1,1,2,1.0,1.0,1,1,1,2.0,5.0,0,1.0,0.23,1,45,597.0149253731344,2788.0,2.985074626865672
2589,14452391,California,0,100,100,1,1,1,0,3.0,1.0,1,1,1,24.5,4.895,0,2.0,2.1,1,36,24970.149253731342,2790.0,73.13432835820896
2590,14455919,California,0,100,100,1,1,1,0,4.0,1.0,1,2,1,2.0,4.93,0,1.0,2.87,0,24,26417.910447761195,2789.0,2.985074626865672
2591,14457055,California,0,100,100,0,1,1,0,4.0,1.0,1,1,1,2.5,4.9,0,2.0,1.345,1,26,40074.62686567164,2789.0,7.462686567164178
2592,14472956,Florida,0,100,98,0,1,1,0,4.5,1.5,1,1,1,20.0,4.8100000000000005,1,4.0,1.69,1,53,43296.11940298508,2806.0,119.40298507462687
2593,14484583,California,2,100,100,0,1,1,0,6.0,2.75,3,3,1,1.0,4.984999999999999,0,2.0,0.5750000000000001,1,20,22298.507462686568,2788.5,2.985074626865672
2594,14485501,California,0,100,86,0,1,1,0,4.666666666666667,1.3333333333333333,2,2,1,34.666666666666664,4.693333333333333,0,3.0,3.106666666666667,1,27,92768.95522388059,2789.0,155.22388059701493
2595,14488107,California,0,91,82,1,1,1,0,4.545454545454546,1.3636363636363635,1,2,1,0.9090909090909091,4.800909090909091,1,11.0,0.2381818181818182,1,30,61731.343283582086,2787.4545454545455,14.925373134328359
2596,14501987,Florida,2,95,32,1,1,1,0,6.375,2.40625,3,3,1,10.5,4.841875,0,18.0,1.0050000000000001,1,21,565343.2835820896,2805.0,250.7462686567164
2597,14511819,California,2,67,60,0,1,1,0,5.0,2.0,3,3,1,2.0,5.0,0,1.0,0.13,0,21,26417.910447761195,2787.0,2.985074626865672
2598,14541045,California,0,100,100,1,1,1,2,2.0,1.5,1,1,1,8.0,4.99,1,1.0,0.79,0,21,3904.4776119402986,2787.0,11.940298507462687
2599,14542902,California,0,100,100,1,1,1,0,2.0,1.0,1,1,1,5.0,4.85,1,1.0,0.45,1,57,29843.283582089553,2786.0,7.462686567164179
2600,14567953,California,1,100,100,0,1,1,0,2.0,1.0,1,2,1,1.0,4.64,1,1.0,4.05,1,39,4029.850746268657,2786.0,1.492537313432836
2601,14585417,California,0,100,0,0,1,1,0,2.0,1.0,1,1,1,0.0,4.92,1,1.0,2.81,0,16,0.0,2785.0,0.0
2602,14594741,California,1,100,100,1,1,1,0,2.0,1.0,1,1,1,3.0,4.92,0,1.0,0.42,1,37,22835.820895522385,2786.0,4.477611940298507
2603,14595361,Florida,0,100,100,0,1,0,0,6.0,2.0,2,2,1,1.0,5.0,1,1.0,0.21,1,36,7208.955223880597,2803.0,1.492537313432836
2604,14602536,California,1,100,73,1,1,1,0,2.0,1.5,0,1,1,25.0,4.86,0,1.0,4.05,1,14,100746.26865671642,2786.0,37.3134328358209
2605,14602989,California,0,100,84,0,1,1,0,4.0,1.0,2,3,1,16.0,4.8,1,1.0,1.19,1,35,7832.835820895523,2786.0,23.880597014925375
2606,14608422,California,2,100,0,1,1,1,0,5.0,2.0,3,3,1,0.0,4.97,0,1.0,0.48,1,33,0.0,2785.0,0.0
2607,14618743,California,1,100,100,0,1,1,0,8.0,2.5,3,3,1,1.0,5.0,0,2.0,0.12,1,71,12223.880597014926,2785.0,1.492537313432836
2608,14625747,Florida,1,100,89,1,1,0,0,3.0,1.5,1,2,1,23.0,4.88,1,2.0,1.35,1,31,40597.014925373136,2802.0,68.65671641791045
2609,14636250,Florida,2,67,81,0,1,0,2,2.0,1.0,1,2,1,12.0,4.21,0,1.0,0.15,1,33,2131.3432835820895,2803.0,17.91044776119403
2610,14637374,California,2,70,89,0,1,0,0,2.0,1.0,0,1,1,2.0,4.5,0,2.0,0.65,1,14,16194.02985074627,2785.0,2.985074626865672
2611,14659815,California,1,100,83,0,1,1,2,2.0,1.5,1,1,1,2.0,4.78,0,1.0,0.64,0,21,4477.611940298508,2784.0,2.985074626865672
2612,14661486,California,0,100,97,1,1,1,0,2.0,1.0,0,1,1,26.0,4.96,0,1.0,6.45,1,36,22701.492537313432,2783.0,38.80597014925373
2613,14674135,California,0,100,86,1,1,1,2,2.0,1.0,1,1,1,25.0,4.8,0,1.0,3.01,1,23,8955.223880597016,2784.0,37.3134328358209
2614,14687073,California,2,80,57,0,1,0,2,2.0,1.5,1,1,1,1.5,5.0,0,3.0,0.305,1,38,20820.895522388062,2784.0,4.477611940298508
2615,14691290,Florida,0,100,97,1,1,1,0,6.0,2.0,3,3,1,26.0,4.98,0,1.0,1.49,1,34,61406.5671641791,2801.0,38.80597014925373
2616,14706939,California,0,100,100,1,1,1,0,2.0,1.0,2,2,1,3.0,5.0,0,1.0,0.31,1,24,18805.970149253728,2783.0,4.477611940298507
2617,14711333,California,0,100,100,1,1,1,0,2.5,1.0,1,1,1,42.5,4.865,1,2.0,3.2800000000000002,1,39,13979.104477611942,2783.0,126.86567164179104
2618,14719697,California,1,90,58,0,1,1,0,6.0,2.0,3,3,1,5.0,4.96,0,1.0,2.59,1,59,69626.86567164179,2782.0,7.462686567164179
2619,14727082,California,2,89,36,0,1,0,0,9.538461538461538,2.4615384615384617,3,6,1,1.0,4.35,0,13.0,0.9938461538461538,1,29,59865.67164179105,2782.076923076923,19.402985074626866
