,host_id,host_response_time,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,availability_365,number_of_reviews_l30d,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,county,essentials,other_amenities,bathrooms_number,number_host_verifications,host_experience,annual_listing_revenue
26965,3892565,0,97,1,2,1,0,2,1,1,71,2,4.84,0,4,5.31,0,1,37,1.0,7,9,47712.0
26968,101537031,0,88,0,127,1,0,2,1,1,143,1,4.57,0,126,5.85,0,1,19,1.0,8,5,15205.5
26972,119676461,0,97,1,3,0,0,2,1,1,28,3,4.93,0,2,3.32,0,1,38,1.0,3,4,239400.0
26973,121843517,1,90,0,2,1,2,4,2,2,190,0,4.0,0,2,0.08,0,1,29,1.0,9,4,3555.0
26976,60097992,0,99,1,3,1,0,6,3,4,81,9,4.92,1,1,6.02,0,1,39,2.0,7,5,24480.0
26977,233231430,0,100,0,1,0,0,4,2,4,33,0,4.5,0,1,0.34,0,1,21,2.0,2,2,26730.0
26978,239712,0,100,0,13,1,0,2,1,1,363,0,4.4,1,12,0.68,0,1,25,1.0,4,11,8775.0
26981,156393667,0,100,1,0,1,2,2,1,1,308,0,4.91,1,1,3.58,0,1,27,1.0,5,4,7920.0
26982,212556494,3,0,0,1,1,2,2,1,1,179,0,4.42,0,1,0.36,0,1,30,1.0,5,3,2025.0
26983,17736545,0,69,1,1,1,2,2,1,1,172,1,4.93,0,1,0.45,0,1,44,1.5,8,7,1350.0
26986,220118615,0,99,0,7,1,0,3,1,1,321,0,4.59,1,6,1.18,0,1,35,1.0,8,3,6750.0
26989,3324376,0,97,0,106,1,0,6,2,2,342,1,4.63,1,23,1.9,0,1,37,2.0,9,9,12132.9
26990,3324376,0,97,0,106,1,0,6,2,3,343,2,4.74,1,23,1.79,0,1,37,2.0,9,9,40443.0
26997,27178459,1,75,1,3,0,0,9,4,5,123,0,4.71,0,3,0.3,0,1,48,4.0,3,6,27000.0
26999,28005117,0,79,1,6,1,0,1,1,1,335,0,3.88,0,7,0.25,0,1,21,1.0,5,6,7110.0
27000,191495668,3,14,0,5,1,2,2,1,1,89,0,4.63,0,3,0.55,0,1,42,1.5,6,3,2925.0
27002,183748799,0,100,1,42,1,0,2,1,1,362,0,5.0,0,53,0.03,0,1,40,1.5,3,3,4068.0
27003,58520477,1,74,1,1,1,2,2,1,1,6,3,4.92,0,1,2.08,0,1,41,1.0,7,5,4785.0
27004,33772749,0,70,1,10,1,2,1,1,1,353,0,4.71,0,10,0.21,0,1,33,1.0,6,6,285.0
27005,233899744,1,33,0,1,0,0,2,1,1,302,0,4.5,0,1,0.06,0,1,42,1.0,2,2,4603.5
27006,13856090,0,84,0,26,1,0,16,5,19,337,0,4.46,1,25,1.49,0,1,48,3.0,10,7,195975.0
27008,185353123,1,100,1,2,1,0,4,1,4,300,0,4.9,0,1,1.14,0,1,30,1.0,4,3,8325.0
27009,569154,0,78,0,2,0,0,2,1,1,18,0,4.83,0,1,0.2,0,1,30,1.0,3,10,4882.5
27010,16513173,0,83,0,1,1,0,2,1,1,46,1,4.69,0,1,3.17,0,1,41,1.0,4,7,36000.0
27013,20043329,0,99,1,12,1,2,2,1,1,250,0,5.0,0,14,0.08,0,1,30,1.0,6,7,1953.0
27014,228922475,2,95,0,1,1,0,7,2,5,320,0,4.82,1,1,1.28,0,1,57,1.0,7,3,66727.5
27015,25326961,0,98,1,52,1,0,4,1,1,255,1,4.33,1,54,0.47,0,1,23,1.0,5,6,16740.0
27016,20043329,0,99,1,12,1,2,3,1,2,250,0,4.0,0,14,0.09,0,1,29,1.0,6,7,1953.0
27020,8135809,0,100,1,3,1,2,2,1,1,156,8,4.83,1,2,5.36,0,1,39,1.0,8,8,12450.0
27021,233997000,2,35,1,1,1,0,7,3,3,63,0,4.89,0,1,0.56,0,1,26,2.0,6,2,1950.0
27022,8135809,0,100,1,3,1,2,2,1,1,229,8,4.88,1,2,5.8,0,1,43,1.0,8,8,13833.0
27023,14594741,1,100,1,1,1,0,2,1,1,183,1,4.85,0,1,0.42,0,1,37,1.0,8,7,22950.0
27025,106529851,0,98,1,3,1,0,3,1,1,64,0,4.83,0,1,1.97,0,1,31,1.0,6,5,34650.0
27026,234179691,0,100,1,1,1,2,2,1,1,335,7,4.89,1,1,1.54,0,1,15,1.0,3,2,4219.5
27027,2868384,0,94,0,2,1,0,2,1,1,365,0,4.65,0,3,2.27,0,1,19,1.0,4,9,4005.0
27028,25096111,0,41,0,2,1,2,1,1,1,154,0,5.0,0,2,0.17,0,1,24,1.0,8,6,5805.0
27029,48301416,1,94,1,6,1,0,4,1,2,107,3,4.76,0,3,3.07,0,1,27,1.0,7,6,12816.0
27036,220656491,3,38,0,9,1,3,1,1,1,171,0,4.0,0,9,0.2,0,1,24,1.0,5,3,1755.0
27037,233144448,1,82,0,1,1,0,7,6,7,230,1,4.64,0,1,0.33,0,1,35,5.0,6,2,1350.0
27038,68672147,0,92,1,16,0,0,2,1,1,0,0,4.0,0,18,0.28,0,1,20,1.0,5,5,3720.0
27039,234368483,1,86,1,1,1,0,4,2,4,282,0,4.74,0,2,0.67,0,1,34,1.0,4,2,15120.0
27041,165668915,0,100,0,1,1,2,3,1,1,335,3,5.0,0,1,3.16,0,1,45,2.0,7,3,540.0
27042,181132854,1,34,0,11,1,0,7,3,3,365,0,5.0,0,9,0.06,0,1,22,2.0,5,3,26400.0
27043,4981837,0,98,1,0,1,0,2,1,1,308,0,4.62,1,23,0.77,0,0,24,1.0,5,8,12510.0
27044,124323757,3,0,0,1,0,2,2,1,2,165,0,5.0,0,1,0.11,0,1,22,1.5,4,4,3195.0
27045,104954299,0,100,1,2,1,2,2,1,1,146,0,4.67,0,2,0.28,0,1,27,1.0,5,5,1800.0
27047,204653081,1,100,1,2,1,0,12,4,8,351,0,4.58,1,2,1.86,0,1,43,2.5,5,3,20070.0
27049,44310210,0,97,0,7,1,0,4,2,2,229,7,4.83,0,5,8.25,0,0,20,1.0,7,6,32145.75
27050,234660431,1,76,0,8,0,2,1,1,1,0,0,4.57,0,5,0.21,0,1,27,2.5,2,2,1291.5
27051,68672147,0,92,1,16,0,0,2,1,1,0,0,4.33,0,18,0.25,0,1,23,1.0,5,5,3720.0
27055,47159045,2,100,0,1,0,2,1,1,1,83,0,4.76,0,1,0.54,0,1,22,1.0,2,6,2250.0
27056,28319385,3,50,0,1,1,0,4,1,2,145,0,4.87,0,1,0.49,0,1,38,1.0,5,6,5355.0
27057,129655,1,45,0,7,1,2,1,1,1,35,0,4.67,0,3,0.4,0,1,43,1.0,6,11,8505.0
27058,132448096,0,100,0,1,1,0,2,1,1,153,0,4.78,0,1,0.66,0,1,33,1.0,9,4,17100.0
27059,230090742,0,0,0,5,1,2,2,1,1,365,0,4.58,1,5,0.61,0,1,22,1.0,6,2,2925.0
27060,234863146,0,97,0,1,1,0,14,7,8,250,1,4.72,0,1,1.52,0,1,44,4.0,5,2,66780.0
27061,230090742,0,0,0,5,1,2,4,1,2,365,0,4.57,1,5,0.8,0,1,22,1.0,6,2,3150.0
27062,230090742,0,0,0,5,1,2,2,1,1,365,0,4.75,1,5,0.26,0,1,22,1.0,6,2,2925.0
27063,230090742,0,0,0,5,1,2,2,1,1,365,0,4.44,1,5,0.54,0,1,25,1.0,6,2,2925.0
27066,233667182,1,75,1,2,1,0,4,1,1,164,0,4.78,0,1,1.04,0,1,29,1.0,4,2,36450.0
27071,42245341,1,97,0,3,1,0,3,1,1,63,0,4.41,0,2,0.65,0,1,25,1.0,5,6,2610.0
27072,6422809,3,27,0,1,1,0,2,1,2,84,0,4.75,0,1,0.24,0,1,21,1.0,5,8,36000.0
27074,134267499,0,97,0,91,1,0,2,1,1,74,0,3.71,1,93,0.29,0,1,26,1.0,9,4,6417.0
27077,4761562,0,100,0,5,1,0,10,4,5,237,3,4.89,0,4,3.04,0,1,37,3.5,6,8,53502.0
27080,13046293,0,100,0,5,1,0,8,3,4,365,3,4.5,1,5,1.22,0,1,39,2.0,7,7,7650.0
27084,120283895,1,92,1,1,0,0,2,1,1,62,1,4.94,0,1,2.02,0,1,25,1.0,4,4,17280.0
27085,235257570,1,80,0,1,0,0,4,1,4,335,0,4.89,0,1,0.41,0,1,16,1.0,2,2,40500.0
27086,71888453,0,100,0,2,0,2,1,1,1,55,2,4.89,0,1,0.59,0,1,40,1.0,3,5,1687.5
27088,88208866,0,99,0,3,1,0,4,1,2,3,1,4.75,1,5,2.61,0,1,31,1.0,4,5,7200.0
27090,13458905,0,100,1,1,1,2,2,1,1,89,0,5.0,0,1,0.63,0,1,32,1.0,6,7,6277.5
27091,39664180,0,85,1,3,1,0,6,3,3,126,0,4.77,0,1,4.1,0,1,29,1.0,9,6,33442.50000000001
27093,235470627,0,94,1,1,1,0,5,2,2,97,2,4.85,0,1,3.29,0,1,53,1.0,6,2,4941.3
27094,52719339,1,93,1,3,1,2,2,1,1,266,0,4.95,0,3,0.64,0,1,21,1.0,6,5,15435.0
27097,15689122,2,50,1,2,0,2,2,1,1,163,0,4.91,0,2,0.66,0,1,30,1.0,4,7,4185.0
27101,46001226,1,53,1,2,1,0,2,1,1,282,0,5.0,0,2,0.37,0,1,21,1.0,4,6,3510.0
27102,6277851,0,99,1,11,1,0,4,1,2,171,0,4.58,0,11,1.68,0,1,36,1.0,9,8,8460.0
27104,2082941,1,82,1,2,1,0,3,1,1,180,0,4.95,1,2,1.17,0,1,31,1.0,9,9,28969.5
27107,207429853,0,100,1,1,0,0,5,3,4,346,0,4.93,1,1,0.84,0,1,42,2.0,2,3,9000.0
27108,121171466,0,100,0,2,1,0,2,1,1,274,3,4.79,1,1,7.7,0,1,28,1.0,6,4,9798.0
27110,4642924,1,100,1,1,1,0,6,3,3,0,0,4.93,0,2,2.65,0,0,20,2.0,7,8,15705.0
27115,231168487,0,98,0,2,1,0,2,1,1,0,0,4.73,1,1,1.83,0,0,26,1.0,3,2,60750.0
27117,107434423,0,98,0,2273,1,0,2,1,1,248,0,5.0,1,375,0.03,0,1,30,1.0,9,4,201341.7
27121,200883,1,92,0,0,0,0,2,1,1,259,0,5.0,0,4,0.22,0,1,17,1.0,5,11,8835.0
27127,100993014,2,63,0,10,0,2,1,1,1,179,0,4.44,0,10,0.27,0,1,26,2.0,3,5,1071.0
27128,236357965,2,86,1,3,1,0,2,1,1,340,0,4.8,1,2,2.52,0,1,30,1.0,4,2,3195.0
27129,63620257,0,96,1,3,1,0,4,1,2,164,0,4.29,1,4,2.68,0,1,58,1.0,5,5,307305.60000000003
27130,67760372,0,98,1,0,1,0,4,1,1,108,6,4.97,1,1,4.46,0,1,46,1.0,6,5,12528.0
27133,231885068,3,0,0,2,1,0,2,1,1,89,0,5.0,0,2,0.03,0,1,18,1.0,6,2,13815.0
27135,18168799,0,84,1,4,1,2,1,1,1,34,0,4.85,0,3,0.74,0,1,33,1.0,6,7,202.5
27136,18168799,0,84,1,4,1,2,1,1,1,161,0,5.0,0,3,0.15,0,1,19,1.0,6,7,510.0
27139,48005494,0,97,0,1106,1,0,2,1,1,320,0,4.5,1,135,0.17,0,1,34,1.0,6,6,6435.0
27140,48005494,0,97,0,1106,1,0,2,1,1,283,0,4.4,1,135,0.15,0,1,35,1.0,6,6,6345.0
27142,31374204,0,90,0,113,1,0,1,1,2,365,0,5.0,0,22,0.03,0,1,55,1.0,7,6,76251.0
27143,31374204,0,90,0,113,1,2,1,1,1,365,0,4.5,0,22,0.06,0,1,42,1.0,7,6,19845.0
27146,107434423,0,98,0,2273,1,0,4,2,2,329,0,5.0,1,375,0.03,0,1,27,2.0,9,4,182576.69999999998
27149,98553583,0,96,1,7,1,0,3,1,2,41,0,4.71,1,5,1.25,0,1,22,1.0,7,5,3825.0
27154,35426339,0,91,1,4,1,2,1,1,1,244,0,4.77,0,5,0.42,0,1,23,1.0,6,6,3720.0
27155,35426339,0,91,1,4,1,2,1,1,1,274,0,4.83,0,5,0.22,0,1,33,1.0,6,6,6277.5
27156,66141477,2,100,0,1,0,2,2,1,1,365,0,4.68,1,1,1.63,0,1,32,1.0,4,5,2970.0
27157,200782744,1,56,1,1,0,2,2,1,2,262,2,4.92,0,1,1.46,0,1,32,1.0,2,3,480.0
27158,236864161,1,72,1,1,1,0,4,2,2,116,0,4.67,0,1,0.99,0,0,19,1.0,6,2,24375.0
27160,48005494,0,97,0,1106,1,0,4,2,2,326,0,4.43,1,135,0.21,0,1,34,2.0,6,6,18450.0
27161,48005494,0,97,0,1106,1,0,4,2,2,0,0,4.5,1,135,0.06,0,1,35,2.0,6,6,9540.0
27164,24561857,3,14,0,1,0,2,2,1,1,365,0,5.0,1,1,0.03,0,0,12,1.0,2,7,240.0
27165,215771588,3,0,0,2,1,0,2,1,1,353,0,4.75,0,1,0.24,0,1,37,1.0,4,3,5175.0
27167,93139712,0,94,1,1,1,0,9,5,5,322,1,4.87,0,1,1.36,0,1,38,3.0,5,5,47112.0
27168,171510719,3,0,0,3,1,0,4,1,2,180,0,3.7,0,2,0.29,0,1,20,1.0,8,3,5535.0
27172,237076723,0,84,0,1,1,0,6,3,4,225,3,4.62,0,1,3.23,0,1,34,1.0,4,2,24675.0
27176,21711660,0,100,1,2,1,0,6,2,2,242,11,4.84,0,2,8.99,0,1,43,1.0,8,7,32994.0
27177,188999535,0,95,1,4,1,0,2,1,1,83,0,4.88,0,4,3.23,0,1,33,1.0,8,3,3150.0
27179,126644161,0,99,0,372,1,0,4,1,2,359,1,4.55,1,33,0.99,0,1,23,2.0,10,4,13249.500000000002
27180,237228159,1,100,0,1,1,0,4,2,2,365,0,3.38,1,3,0.24,0,1,15,1.0,1,2,755.25
27181,237231292,0,100,0,1,0,0,4,1,1,130,7,4.4,1,3,3.64,0,1,26,1.0,3,2,7938.0
27182,4374544,0,88,1,1,1,2,1,1,1,250,0,4.97,0,1,1.11,0,1,38,1.0,5,8,10695.0
27183,48005494,0,97,0,1106,1,0,2,1,1,311,0,5.0,1,135,0.17,0,1,34,1.0,6,6,11880.0
27184,48005494,0,97,0,1106,1,0,2,1,1,333,0,4.25,1,135,0.13,0,1,34,1.0,6,6,19305.0
27185,38667063,1,75,1,1,1,0,4,2,2,266,1,4.6,0,1,0.47,0,1,46,1.0,8,6,32400.0
27186,101537031,0,88,0,127,1,0,2,1,1,136,0,4.75,0,126,0.14,0,1,12,1.0,8,5,3720.0
27188,121087610,0,89,0,2,1,0,2,1,1,0,0,5.0,0,4,0.06,0,1,17,1.0,7,4,621.0
27190,204554631,1,86,1,1,0,0,8,3,4,53,1,4.89,0,1,1.16,0,1,49,2.5,2,3,40500.0
27193,3324376,0,97,0,106,1,0,4,1,2,332,0,4.5,1,23,1.92,0,1,39,1.0,9,9,8784.0
27194,207600674,0,100,1,1,0,0,5,1,3,333,0,4.91,1,1,2.31,0,0,14,1.0,2,3,8055.0
27196,134267499,0,97,0,91,1,0,2,1,1,83,1,4.63,0,93,0.33,0,1,28,1.0,9,4,26040.0
27198,196751356,0,99,1,3,1,0,6,2,4,158,2,4.85,1,3,2.31,0,1,42,2.0,7,3,23436.0
27199,8479947,0,100,1,2,1,2,2,1,1,2,0,4.91,1,1,3.73,0,1,32,1.0,9,8,5670.0
27205,183748799,0,100,1,42,1,0,2,1,1,362,0,5.0,1,53,0.12,0,0,36,2.0,3,3,1233.0
27206,225231640,0,94,0,4,0,0,12,4,8,293,1,4.56,0,2,0.31,0,1,45,2.0,2,3,2691.0
27210,165726294,1,100,1,1,0,0,7,3,3,273,0,4.81,0,1,1.06,0,1,27,2.0,2,3,13005.0
27211,64927980,0,50,1,3,1,2,2,1,1,353,0,4.94,0,2,0.9,0,1,32,1.5,7,5,3285.0
27213,99397355,0,90,1,5,1,0,2,1,1,337,0,4.41,0,6,1.03,0,1,26,1.0,6,5,17550.0
27217,21785118,2,74,1,2,1,0,2,1,2,357,2,4.9,0,1,5.23,0,1,26,1.0,7,7,280440.0
27218,122567053,2,66,0,5,1,0,5,2,2,173,0,4.55,0,5,2.27,0,1,42,2.0,3,4,179100.0
27221,72803012,2,100,0,2,1,2,2,1,1,27,0,4.81,0,2,1.44,0,1,23,1.0,9,5,75.0
27222,183748799,0,100,1,42,1,0,6,3,3,362,0,4.67,1,53,0.35,0,1,42,2.5,3,3,2184.0
27223,238267632,0,99,0,3,0,0,4,1,2,199,4,4.29,0,2,52.0,0,1,26,1.0,3,2,1344.0
27224,228131836,1,92,1,3,1,0,4,2,3,24,0,4.79,0,2,0.54,0,1,50,1.0,5,3,26820.0
27226,37328021,1,50,0,0,1,2,2,1,1,179,0,4.86,0,1,0.44,0,1,11,1.0,6,6,2925.0
27227,101753163,0,100,0,1,1,0,6,3,3,47,1,4.75,1,1,1.1,0,1,41,2.5,6,5,39690.0
27228,8039636,1,92,1,2,0,0,3,1,2,46,0,4.83,0,1,4.24,0,1,35,1.0,3,8,17298.0
27229,220118615,0,99,0,7,1,0,6,3,3,161,1,4.48,1,6,3.04,0,1,37,2.0,8,3,87300.0
27231,1311794,2,100,0,2,1,3,1,1,4,308,0,5.0,1,1,0.08,0,1,21,4.0,7,10,2385.0
27233,134267499,0,97,0,91,1,0,3,1,1,0,0,4.8,1,93,0.24,0,1,28,1.0,9,4,9718.5
27237,238553414,0,100,1,3,1,2,2,1,1,252,7,4.69,0,2,1.86,0,1,26,1.0,4,2,6351.0
27238,4981837,0,98,1,0,1,0,2,1,1,188,0,4.89,1,23,0.53,0,0,24,1.0,5,8,13005.0
27240,89224953,1,76,1,3,1,0,5,2,2,114,0,4.86,0,3,2.78,0,0,19,1.0,7,5,33480.0
27243,116756893,0,100,1,1,1,0,4,2,5,228,3,4.82,0,2,2.62,0,1,68,1.0,5,4,38340.0
27244,24601956,0,99,0,3,1,2,2,1,1,354,4,4.46,1,3,13.27,0,1,18,1.0,5,7,1732.5
27245,159480876,1,83,0,47,1,0,7,3,3,299,0,4.83,0,49,1.13,0,1,33,2.0,3,4,43477.5
27254,10832832,0,91,1,40,1,0,8,4,4,87,0,4.58,0,37,1.37,0,1,42,2.0,7,7,276196.5
27255,14727082,2,36,0,12,0,0,8,3,6,365,0,4.58,0,13,0.77,0,1,26,2.0,3,7,7605.0
27257,25326961,0,98,1,52,1,0,2,1,1,187,0,5.0,1,54,0.4,0,1,20,1.0,5,6,15577.5
27258,5724886,2,100,1,1,1,0,4,2,2,234,0,4.93,0,1,1.67,0,1,32,1.0,4,8,31500.0
27259,132062096,0,83,0,3,1,0,2,1,1,270,0,4.5,0,3,0.07,0,1,19,1.0,6,4,5625.0
27262,198639436,0,98,1,5,1,0,4,1,2,346,9,4.78,0,6,6.05,0,1,31,1.0,5,3,40854.45
27267,30673084,0,98,1,3,1,0,8,3,4,64,1,4.91,0,5,2.65,0,0,22,3.5,5,6,34125.0
27268,25230474,2,59,0,1,1,2,2,1,1,90,0,4.67,0,2,0.34,0,1,19,1.0,5,6,1312.5
27270,23818065,0,42,0,1,0,2,4,2,4,16,0,4.78,0,1,2.44,0,1,32,2.5,2,7,426.0
27273,7660373,1,73,1,14,1,0,2,1,1,339,0,4.55,0,9,1.67,0,1,27,1.0,8,8,5625.0
27277,238267632,0,99,0,3,0,0,8,3,5,202,1,4.31,1,2,3.83,0,1,29,2.0,3,2,8775.0
27279,183748799,0,100,1,42,1,0,8,3,4,349,1,4.68,1,53,1.0,0,1,41,2.5,3,3,12798.0
27282,239373636,0,95,1,2,1,0,7,3,4,280,4,4.84,0,2,4.05,0,1,34,2.0,4,2,35139.0
27284,222294108,2,100,0,3,1,0,6,3,4,87,0,4.4,0,2,0.15,0,1,17,2.5,4,3,15000.0
27287,183748799,0,100,1,42,1,0,6,2,3,362,0,4.78,1,53,0.33,0,1,40,2.5,3,3,8257.5
27288,239439248,0,99,0,0,1,0,4,1,2,69,2,4.61,1,1,5.3,0,1,37,1.0,3,2,7560.0
27290,2960030,2,63,1,2,1,0,2,1,1,310,0,5.0,0,2,0.12,0,1,32,1.0,8,9,3825.0
27291,107434423,0,98,0,2273,1,0,2,1,1,329,0,3.0,1,375,0.05,0,1,30,1.0,9,4,154816.5
27292,1478130,0,97,1,6,1,0,4,1,1,331,0,4.67,1,2,0.12,0,1,26,1.0,4,10,14461.5
27294,8936617,1,40,1,4,1,0,8,5,5,359,0,4.75,0,4,0.12,0,1,18,4.5,6,8,80370.0
27295,3905317,1,0,0,0,1,0,6,3,3,15,0,5.0,0,1,0.07,0,1,23,4.0,5,6,18000.0
27297,75813720,0,90,0,12,0,0,3,1,1,36,0,4.62,0,5,0.75,0,1,25,1.0,3,5,2416.5
27299,239643549,2,46,1,1,1,0,6,3,3,175,0,4.78,0,1,0.3,0,1,20,3.0,4,2,27900.0
27302,203316558,0,100,1,2,0,2,3,1,3,363,0,4.78,1,3,0.71,0,1,14,1.5,1,3,2604.0
27305,107434423,0,98,0,2273,1,0,2,1,1,351,0,5.0,1,375,0.31,0,1,29,1.0,9,4,135225.59999999998
27307,5994344,0,100,1,6,1,0,2,1,1,185,0,4.78,1,8,2.99,0,1,30,1.0,6,8,12600.0
27308,24900079,0,90,0,2,1,2,3,1,2,173,0,5.0,0,2,0.86,0,1,14,1.0,6,6,1713.0
27309,119490265,0,100,1,4,1,0,11,3,5,125,0,4.8,0,3,0.15,0,1,31,2.0,8,4,8820.0
27310,143625425,0,96,0,6,0,0,3,1,1,52,0,4.48,0,1,6.97,0,1,25,1.0,3,4,4095.0
27311,75813720,0,90,0,12,0,0,5,2,2,39,0,4.48,0,5,1.21,0,1,42,2.0,3,5,9720.0
27315,239892450,1,54,0,1,0,2,2,1,1,79,1,5.0,0,1,0.43,0,1,22,1.0,2,2,3780.0
27316,3116831,1,91,1,1,1,2,2,1,1,257,4,4.85,0,2,1.93,0,1,41,1.0,8,9,8316.0
27317,183748799,0,100,1,42,1,0,2,1,1,362,0,5.0,0,53,0.08,0,1,40,2.5,3,3,1660.5
27318,183748799,0,100,1,42,1,2,2,1,1,365,0,5.0,1,53,0.1,0,1,41,1.0,3,3,2205.0
27320,33249323,0,72,0,55,0,0,3,1,2,359,0,4.5,0,53,0.18,0,1,26,1.0,4,6,9000.0
27321,28933623,0,98,1,10,1,0,4,1,3,211,0,4.44,0,15,0.29,0,1,34,1.0,4,6,14850.0
27322,2682536,3,0,0,15,1,3,16,1,14,365,0,4.8,1,15,0.33,0,1,20,2.5,5,9,2025.0
27323,49959241,0,71,0,10,0,2,1,1,1,167,1,4.61,0,9,0.69,0,1,15,2.0,3,6,1470.0
27325,56873926,0,97,1,1,1,0,2,1,1,312,5,4.97,1,1,1.93,0,1,27,1.0,6,5,10800.0
27326,240044961,0,100,1,1,0,0,8,4,3,26,1,4.83,1,1,1.05,0,1,28,2.0,1,2,42525.0
27327,29632474,0,100,0,0,1,0,12,5,5,273,0,4.77,0,1,0.41,0,1,65,5.5,8,6,28129.5
27328,1391035,0,87,1,1,1,2,2,1,2,259,2,4.91,0,2,2.31,0,1,46,1.0,7,10,6372.0
27331,49959241,0,71,0,10,0,2,1,1,1,0,0,5.0,0,9,0.32,0,1,17,2.0,3,6,1039.5
27332,49959241,0,71,0,10,0,2,1,1,1,143,0,4.57,0,9,0.21,0,1,16,2.0,3,6,1039.5
27333,8595758,0,98,0,8,1,0,4,2,2,149,2,4.73,1,7,2.2,0,1,50,1.0,6,8,33633.0
27335,13751512,0,99,1,1,1,0,3,1,2,74,5,4.82,0,1,4.39,0,1,43,1.0,4,7,26970.0
27336,2496463,2,25,1,2,1,0,1,1,2,175,0,4.89,0,2,1.14,0,1,28,1.0,7,9,16740.0
27337,2682536,3,0,0,15,1,2,4,1,2,365,0,1.0,0,15,0.04,0,1,18,2.0,5,9,5400.0
27338,10832832,0,91,1,40,1,0,15,5,6,74,0,4.31,0,37,0.38,0,1,47,4.0,7,7,114307.79999999999
27340,7356043,1,75,0,29,1,0,7,3,4,69,0,4.78,0,14,1.23,0,1,56,3.0,8,8,63000.0
27341,62956757,1,67,1,1,1,0,4,1,1,15,0,4.83,0,2,0.18,0,1,33,1.0,5,5,7830.0
27342,38960806,0,100,1,1,0,0,4,4,4,179,0,4.67,0,1,0.32,0,1,33,2.0,4,6,40365.0
27347,77561434,0,61,0,13,1,0,2,1,1,0,0,5.0,0,39,0.08,0,1,51,1.0,5,5,8137.5
27349,237336062,0,92,1,2,0,0,4,1,2,327,3,4.91,0,2,4.57,0,1,30,1.0,2,2,310050.0
27352,106560030,0,72,1,5,1,2,2,1,1,78,7,4.87,0,4,4.35,0,1,29,1.0,6,5,3160.5
27353,106560030,0,72,1,5,1,2,2,1,1,84,1,4.85,0,4,5.11,0,1,22,1.0,6,5,4278.0
27354,25230474,2,59,0,1,1,0,2,1,2,360,2,4.67,0,2,1.45,0,1,21,1.0,5,6,5292.0
27355,10138417,2,100,0,1,1,0,4,2,2,301,0,4.77,0,1,2.06,0,1,30,1.0,8,8,13950.0
27356,240741294,0,100,1,2,1,2,1,1,1,23,0,5.0,1,2,0.27,0,1,41,1.0,7,2,150.45
27357,181164688,3,0,0,2,0,2,2,1,1,365,0,4.83,0,2,0.36,0,1,37,1.0,2,3,90.0
27358,240741294,0,100,1,2,1,2,1,1,1,126,0,4.87,1,2,0.45,0,1,62,1.0,7,2,337.5
27361,31756549,0,100,1,1,1,0,2,1,1,79,2,4.95,0,1,1.91,0,1,44,1.0,7,6,15795.0
27362,106560030,0,72,1,5,1,2,2,1,1,77,0,4.85,0,4,4.76,0,1,23,1.0,6,5,3657.0
27363,1212408,0,94,1,1,1,2,2,1,1,63,2,4.98,0,2,3.0,0,1,31,0.0,9,10,4590.0
27366,240892068,0,99,1,0,1,2,2,1,2,279,6,4.95,1,1,3.53,0,1,25,1.0,2,2,7350.0
27367,240900846,0,96,1,1,1,0,6,2,2,82,2,4.93,0,1,2.52,0,1,58,1.5,4,2,46413.0
27369,240959566,3,100,1,1,1,0,3,1,2,365,0,4.83,0,1,4.5,0,1,20,1.0,4,2,96615.0
27370,241065047,0,100,0,4,0,2,2,1,1,364,0,4.25,1,4,0.12,0,1,27,1.0,2,2,6705.0
27371,31374204,0,90,0,113,1,2,1,1,1,365,0,5.0,0,22,0.03,0,1,22,1.0,7,6,1755.0
27372,241090333,0,100,0,3,1,0,4,2,2,62,0,4.58,1,1,2.14,0,1,24,1.0,6,2,3127.5
27374,68672147,0,92,1,16,0,0,2,1,1,0,0,4.8,0,18,0.2,0,1,37,1.0,5,5,6882.0
27376,55211468,0,100,0,18,1,0,2,1,1,176,3,4.66,1,15,7.18,0,1,29,1.0,7,5,39031.200000000004
27379,195460094,0,100,0,3,1,0,3,1,2,179,0,4.88,1,3,0.25,0,1,30,1.0,6,3,5220.0
27381,161489684,0,99,0,8,1,2,2,1,1,0,0,4.32,1,10,0.87,0,1,19,1.0,6,4,4513.5
27384,6277851,0,99,1,11,1,0,6,2,2,0,0,4.76,0,11,1.01,0,1,32,1.0,9,8,6075.0
27385,152518446,0,100,1,2,0,2,2,1,1,339,0,4.84,1,2,1.92,0,1,34,1.0,5,4,28800.0
27386,127269297,2,90,0,3,1,0,5,1,1,73,0,4.52,0,3,1.22,0,1,35,1.0,6,4,13050.0
27387,48377829,1,57,0,0,1,0,3,1,2,38,0,4.54,0,1,0.78,0,1,50,1.5,7,6,10710.0
27394,31374204,0,90,0,113,1,2,1,1,1,365,0,5.0,0,22,0.03,0,1,22,1.5,7,6,12390.0
27395,241065047,0,100,0,4,0,2,4,1,2,364,0,4.58,1,4,0.35,0,1,22,1.0,2,2,5625.0
27396,65212919,1,92,1,1,1,0,2,1,1,122,3,5.0,0,1,1.92,0,1,41,1.0,6,5,21000.0
27399,241549097,2,56,0,1,0,2,1,1,1,22,0,3.0,0,1,0.19,0,1,17,1.0,3,2,148.5
