,id,host_response_time,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,county,essentials,other_amenities,total_bookings,annual_listing_revenue
165,2935870,0,85,0,1,1,25.9868,-80.11954,0,4,2.0,2,4,4,1125,10,4.68,4.67,4.57,4.86,4.76,4.9,4.71,0,2,1,1,25,14.925373134328359,2985.0746268656717
166,2942878,0,88,0,1,1,25.98557,-80.12865,0,2,1.0,0,1,7,1125,10,4.61,4.74,4.66,4.88,4.81,4.7,4.51,0,6,1,1,16,14.925373134328359,1611.9402985074628
167,2976800,0,97,1,1,1,26.17384,-80.15005,0,4,1.5,2,2,1,1125,14,4.88,4.94,4.88,5.0,5.0,4.94,4.75,1,11,1,1,62,20.895522388059703,4200.0
168,2978245,0,100,1,1,1,25.99893,-80.11931,0,5,2.0,2,3,25,360,6,4.53,4.8,4.47,5.0,4.8,4.87,4.53,0,1,1,1,40,8.955223880597014,913.4328358208954
169,3014355,2,64,0,1,1,25.98693,-80.12001,0,6,1.0,1,3,6,21,7,4.64,4.76,4.8,4.24,4.8,4.92,4.48,0,16,1,1,33,10.447761194029852,2298.507462686567
170,3069449,0,87,0,1,1,25.98681,-80.11967,0,7,2.0,2,3,7,1125,5,4.88,4.38,5.0,4.75,5.0,4.88,4.5,0,50,1,1,38,7.462686567164179,3656.716417910448
171,3094016,0,94,1,1,0,26.12949,-80.12799,0,4,1.0,2,2,1,365,19,4.95,4.99,4.96,4.95,4.99,4.91,4.91,0,3,1,1,41,28.35820895522388,3800.0
174,3113463,2,91,1,1,1,26.20921,-80.12938,2,2,1.0,1,1,4,30,12,4.92,4.88,4.92,4.98,4.98,4.82,4.97,0,2,1,1,27,17.91044776119403,985.0746268656716
175,3132163,0,99,0,1,1,26.12924,-80.10407,0,2,1.0,0,1,1,120,18,4.59,4.73,4.52,4.68,4.79,4.79,4.63,1,5,1,1,33,26.865671641791046,8005.9701492537315
176,3166711,0,85,0,1,1,25.9873,-80.11862,0,2,1.5,1,2,4,365,5,4.5,4.75,4.4,4.75,4.75,4.89,4.6,0,2,1,1,34,7.462686567164179,1119.402985074627
178,3182818,1,58,0,1,0,26.13751,-80.10609,0,6,2.0,2,4,3,1125,5,4.65,4.55,4.55,4.5,4.5,4.89,4.68,0,4,1,1,42,7.462686567164179,1761.1940298507463
179,3213453,0,89,0,1,1,26.12996,-80.10476,2,4,1.0,1,1,28,1125,1,4.55,4.58,4.58,4.7,4.7,4.8,4.67,1,35,1,1,18,1.492537313432836,355.22388059701495
180,3218564,1,25,0,1,1,26.29435,-80.22115,0,4,2.0,2,3,1,1125,1,4.85,4.93,4.69,4.97,4.91,4.88,4.88,0,1,1,1,38,1.492537313432836,179.1044776119403
181,3257633,1,95,1,1,1,26.1335,-80.23404,2,1,1.0,1,1,10,21,10,4.96,4.98,4.96,5.0,5.0,4.96,4.96,0,3,1,1,31,14.925373134328359,522.3880597014926
182,3339347,1,94,0,1,1,26.096,-80.37964,0,4,1.0,1,1,7,14,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,1,1,14,1.492537313432836,261.1940298507463
183,3348802,1,77,1,1,1,26.13939,-80.13063,0,4,1.0,1,1,2,1125,7,4.76,4.74,4.68,4.92,4.89,4.84,4.71,0,3,1,1,31,10.447761194029852,1828.358208955224
184,3350504,1,77,1,1,1,26.13952,-80.12916,0,4,1.0,2,2,2,1125,11,4.96,4.96,4.94,5.0,5.0,4.93,4.83,0,3,1,1,40,16.417910447761194,3940.2985074626868
185,3410222,2,74,0,1,1,26.06644,-80.19701,2,2,1.0,1,1,2,30,9,4.58,4.67,4.55,4.71,4.64,4.75,4.61,0,2,1,1,32,13.432835820895523,1249.2537313432836
188,3495878,0,99,0,1,1,26.12937,-80.10438,0,4,1.0,0,2,1,120,8,4.8,4.87,4.63,4.83,4.87,4.92,4.73,1,5,1,1,26,11.940298507462687,3725.3731343283584
190,3528081,1,89,0,1,1,26.1235,-80.11754,0,8,4.5,4,4,4,1125,12,4.77,4.83,4.62,4.94,4.96,4.91,4.74,0,1,1,1,38,17.91044776119403,6716.417910447761
191,3530463,0,86,1,1,1,26.072,-80.25828,0,7,3.0,3,6,4,1125,25,4.86,4.87,4.89,4.97,4.97,4.83,4.75,0,1,1,1,66,37.3134328358209,11268.65671641791
193,3553435,0,99,1,1,1,26.2113,-80.11822,2,2,1.0,1,1,1,1125,55,4.85,4.91,4.9,4.96,4.96,4.83,4.91,1,5,1,1,46,82.08955223880596,7716.417910447761
194,3661981,0,89,0,1,1,26.13113,-80.10795,0,4,1.0,1,2,2,1125,1,4.25,4.43,4.13,4.09,4.23,4.82,4.47,1,35,1,1,25,1.492537313432836,261.1940298507463
195,3718508,0,98,1,1,1,26.01283,-80.12256,0,9,2.0,3,7,4,1125,33,4.97,4.93,4.92,4.97,4.93,4.96,4.93,1,1,1,1,49,49.25373134328358,29305.97014925373
197,3851474,0,100,1,1,0,25.98791,-80.11904,0,4,1.5,2,2,4,365,6,4.89,4.89,4.78,5.0,5.0,4.89,4.56,0,1,1,1,39,8.955223880597014,2373.1343283582087
199,3938247,2,50,0,1,1,26.0178,-80.11688,2,4,1.0,1,1,5,365,12,4.72,4.66,4.34,4.88,4.69,4.91,4.63,0,5,1,1,31,17.91044776119403,3116.4179104477607
200,3951236,1,90,0,1,1,25.98015,-80.12496,0,6,2.0,2,3,300,1125,17,4.54,4.67,4.34,4.76,4.78,4.82,4.66,0,1,1,1,29,25.37313432835821,2917.910447761194
201,3957753,3,67,0,1,1,26.30661,-80.07761,0,4,1.0,1,2,6,1125,5,4.83,5.0,5.0,4.97,4.9,4.9,4.9,0,12,1,1,39,7.462686567164179,828.3582089552239
202,4010331,2,0,0,1,0,26.05441,-80.14241,2,1,1.0,1,1,1,1125,1,4.35,4.51,3.74,4.69,4.73,4.72,4.43,0,1,1,1,27,1.492537313432836,89.55223880597015
203,4033013,1,100,1,1,1,25.98763,-80.31558,2,1,1.5,1,1,6,365,1,5.0,4.83,4.33,5.0,5.0,5.0,5.0,1,2,1,1,13,1.492537313432836,101.49253731343285
205,4064679,0,99,0,1,1,26.13702,-80.104,0,8,2.0,2,2,2,30,2,4.83,4.5,5.0,5.0,5.0,5.0,4.83,1,9,1,1,41,2.985074626865672,1280.5970149253733
206,4066268,0,94,0,1,1,26.03109,-80.115,0,4,1.0,1,2,7,182,16,4.55,4.64,4.67,4.79,4.52,4.91,4.76,0,53,1,1,38,23.880597014925375,3534.3283582089553
207,4084768,1,77,0,1,0,25.98762,-80.11921,0,6,2.0,2,3,7,150,2,4.75,4.91,4.66,4.72,4.72,4.84,4.7,0,6,1,1,39,2.985074626865672,474.62686567164184
208,4097680,2,38,0,1,1,25.98677,-80.11904,0,5,1.5,1,4,5,1125,1,4.08,4.08,4.33,4.0,4.42,4.58,4.33,0,9,1,1,33,1.492537313432836,300.0
209,4097752,2,38,0,1,1,25.98695,-80.11958,0,5,1.5,2,5,1,1125,2,4.42,4.5,4.5,4.33,4.42,4.58,4.5,0,9,1,1,33,2.985074626865672,916.4179104477613
210,4104891,2,87,0,1,1,26.02391,-80.11504,0,2,1.0,1,1,3,1125,2,4.53,4.75,4.53,4.78,4.67,4.9,4.72,0,4,1,1,18,2.985074626865672,286.5671641791045
211,4196774,1,69,0,1,1,26.0151,-80.11629,0,4,2.0,2,3,90,365,1,4.33,4.33,4.33,4.0,4.33,4.67,4.33,0,1,1,0,16,1.492537313432836,194.02985074626866
212,4241389,0,100,0,1,1,26.12221,-80.10521,0,4,1.0,1,2,1,7,4,4.83,5.0,5.0,4.33,4.83,4.83,5.0,0,2,1,1,33,5.970149253731344,1988.0597014925374
213,4258380,2,84,1,1,1,26.24916,-80.08823,0,4,1.0,1,2,6,180,21,4.79,4.88,4.91,4.85,4.73,4.97,4.88,0,1,1,1,62,31.34328358208955,4607.462686567164
215,4284986,0,61,0,1,1,26.02215,-80.11744,2,2,1.0,1,1,1,500,8,4.79,4.79,4.71,4.91,4.86,4.92,4.88,0,5,1,1,18,11.940298507462687,1194.0298507462687
217,4294956,2,50,0,1,1,26.01321,-80.15872,0,6,1.0,3,3,60,1125,1,3.0,2.0,3.0,5.0,5.0,3.0,3.0,0,2,1,1,33,1.492537313432836,223.8805970149254
218,4295517,2,50,0,1,1,26.01329,-80.15842,0,2,1.0,1,1,60,1125,1,4.75,5.0,4.75,5.0,5.0,5.0,5.0,0,2,1,1,29,1.492537313432836,186.56716417910448
219,4311927,2,89,0,1,1,26.30677,-80.08514,0,6,2.0,3,3,7,1125,17,4.71,4.82,4.75,4.9,4.74,4.85,4.8,0,2,1,1,45,25.37313432835821,5074.626865671642
221,4321322,0,69,1,1,1,26.32029,-80.1455,0,5,2.0,2,3,30,120,5,4.67,4.83,4.72,4.83,4.83,4.67,4.56,0,4,1,1,37,7.462686567164179,746.2686567164179
222,4322171,1,100,0,1,1,26.13072,-80.13065,0,6,2.0,3,4,7,120,3,4.7,4.75,4.9,4.9,5.0,4.8,4.5,0,2,1,1,38,4.477611940298507,1119.4029850746267
223,4332945,1,91,0,1,1,26.06639,-80.1898,0,6,1.0,1,4,3,365,10,4.95,4.86,4.64,5.0,5.0,4.91,4.91,0,1,1,1,26,14.925373134328359,2074.626865671642
225,4416835,0,94,0,1,1,26.0165,-80.11586,0,4,1.0,1,2,5,182,7,4.48,4.68,4.48,4.73,4.48,4.87,4.51,1,53,1,1,36,10.447761194029852,1786.5671641791046
226,4484576,0,89,0,1,1,26.16101,-80.12848,2,2,1.0,1,1,1,7,2,4.6,4.77,4.66,4.76,4.7,4.81,4.72,0,3,1,1,39,2.985074626865672,202.9850746268657
227,4484641,1,72,0,1,0,26.01541,-80.11683,0,6,2.5,3,5,2,1125,10,4.89,4.89,4.84,4.97,4.92,4.97,4.75,0,1,1,1,17,14.925373134328359,8208.955223880597
228,4490306,2,50,0,1,1,26.01734,-80.11672,2,3,1.0,1,2,5,90,17,4.48,4.59,4.27,4.77,4.8,4.91,4.55,0,5,1,1,39,25.37313432835821,4008.955223880597
229,4491593,2,50,0,1,1,26.01592,-80.1169,2,2,1.0,1,1,4,90,4,4.31,4.32,4.12,4.68,4.72,4.92,4.48,0,5,1,1,31,5.970149253731344,973.134328358209
230,4492175,0,89,0,1,1,26.15993,-80.12924,2,2,1.0,1,1,1,7,5,4.49,4.69,4.68,4.7,4.61,4.76,4.65,0,3,1,1,29,7.462686567164179,514.9253731343284
231,4494878,1,26,0,1,1,25.99362,-80.11729,0,7,2.0,2,5,15,1125,2,4.77,4.62,4.54,4.92,4.69,4.77,4.23,0,6,1,1,27,2.985074626865672,725.3731343283582
232,4509621,1,71,0,1,1,25.98341,-80.15035,0,10,2.0,4,5,2,365,12,4.74,4.78,4.83,4.78,4.89,4.61,4.44,0,3,1,1,70,17.91044776119403,22011.94029850746
233,4517710,0,94,0,1,1,26.24156,-80.08774,0,10,2.5,4,6,5,182,4,4.5,4.35,4.55,5.0,4.7,5.0,4.55,1,53,1,1,58,5.970149253731344,11743.283582089553
234,4517982,0,94,0,1,1,26.24156,-80.08774,0,7,2.0,2,4,5,182,12,4.38,4.34,4.31,4.59,4.5,4.88,4.5,0,53,1,1,42,17.91044776119403,8632.835820895521
235,4538391,0,100,1,1,1,26.22884,-80.09726,0,8,2.0,4,4,2,1125,26,4.73,4.67,4.79,4.79,4.89,4.92,4.71,0,1,1,1,58,38.80597014925373,17346.268656716416
236,4545138,0,100,0,1,1,25.98723,-80.12646,2,4,1.0,0,1,1,1125,4,4.49,4.59,4.47,4.87,4.77,4.85,4.6,1,1,1,1,32,5.970149253731344,656.7164179104478
237,4559328,2,100,0,1,1,26.22837,-80.09003,0,4,1.0,1,2,7,1125,1,4.71,4.71,4.86,5.0,5.0,5.0,4.86,0,1,1,1,39,1.492537313432836,373.13432835820896
238,4562966,0,99,0,1,1,26.12937,-80.10438,0,4,1.0,0,2,1,1125,15,4.83,4.83,4.71,4.85,4.86,5.0,4.9,1,5,1,1,26,22.388059701492537,6582.0895522388055
240,4595496,1,17,0,1,1,25.98982,-80.11786,0,3,1.0,1,1,1,1125,1,5.0,4.8,5.0,5.0,5.0,5.0,5.0,0,2,1,0,15,1.492537313432836,402.9850746268657
241,4596401,2,23,0,1,1,26.01759,-80.13178,0,3,1.0,1,1,1,1125,1,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0,2,1,1,25,1.492537313432836,135.82089552238807
242,4597522,1,17,0,1,1,25.9894,-80.11987,0,4,1.0,1,2,4,1125,1,4.91,4.91,5.0,4.64,4.91,4.91,4.91,0,2,1,0,10,1.492537313432836,420.8955223880597
243,4631078,3,67,0,1,1,26.30776,-80.07798,0,3,1.0,0,1,2,119,13,4.95,4.97,4.97,4.97,4.95,5.0,4.89,0,12,1,1,48,19.402985074626866,1804.4776119402984
244,4637874,1,78,1,1,1,26.12308,-80.12804,0,2,1.0,2,2,3,1125,11,4.9,4.91,4.87,4.97,4.97,4.95,4.86,0,1,1,1,38,16.417910447761194,2282.089552238806
245,4668569,0,50,0,1,1,26.21685,-80.22818,2,2,1.0,1,1,1,1125,1,4.33,4.78,4.78,4.88,4.89,3.56,4.44,0,12,1,1,19,1.492537313432836,58.2089552238806
246,4686653,0,87,0,1,1,25.98822,-80.1191,0,7,2.0,2,4,14,1125,1,4.2,4.4,4.8,5.0,4.8,5.0,4.4,0,50,1,1,37,1.492537313432836,371.64179104477614
247,4707242,0,100,1,1,1,26.12119,-80.1293,2,1,1.0,1,1,1,1125,41,4.85,4.93,4.87,4.93,4.94,4.93,4.88,1,2,1,1,39,61.19402985074627,3610.4477611940297
248,4741523,1,82,0,1,0,26.15253,-80.14759,2,2,1.0,1,1,30,1125,1,4.81,4.81,4.81,4.88,4.94,4.63,4.63,0,2,1,1,22,1.492537313432836,79.1044776119403
249,4767766,0,98,0,1,1,26.18476,-80.15698,0,12,3.0,3,4,1,90,32,4.69,4.74,4.7,4.84,4.85,4.69,4.72,1,4,1,1,66,47.76119402985075,6829.8507462686575
250,4773023,2,89,0,1,1,26.30719,-80.08497,3,2,1.0,1,2,5,1125,2,4.78,4.94,4.82,4.79,4.77,4.91,4.94,0,2,1,1,41,2.985074626865672,134.32835820895522
251,4774207,0,100,1,1,1,26.01405,-80.13522,0,2,1.0,1,1,2,1125,23,4.93,4.92,4.9,4.95,4.94,4.88,4.93,1,2,1,1,57,34.32835820895522,3261.194029850746
252,4786772,0,98,0,1,1,25.98814,-80.11831,0,4,1.0,1,2,5,29,35,4.78,4.87,4.82,4.66,4.91,4.86,4.81,0,3,1,1,45,52.23880597014925,14574.62686567164
253,4786849,2,52,0,0,0,26.29734,-80.08985,0,6,2.0,2,2,4,1125,5,5.0,5.0,4.86,5.0,4.86,5.0,4.86,0,1,1,1,35,7.462686567164179,2985.0746268656717
254,4808516,2,0,0,1,1,26.00266,-80.2629,0,4,1.5,1,1,120,1125,1,5.0,4.5,5.0,5.0,5.0,5.0,4.0,0,1,1,1,20,1.492537313432836,134.32835820895522
255,4808775,0,100,1,1,1,26.22512,-80.09848,0,9,3.5,4,5,5,28,12,4.84,4.91,4.91,4.86,5.0,4.86,4.73,0,1,1,1,41,17.91044776119403,25576.119402985074
256,4813427,3,67,0,1,1,26.30758,-80.0794,0,4,1.0,1,1,5,90,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0,12,1,1,50,1.492537313432836,161.1940298507463
257,4836110,0,87,0,1,1,25.98695,-80.11944,0,8,3.0,3,5,7,1125,3,4.5,4.5,4.5,4.5,4.83,5.0,4.83,0,50,1,1,34,4.477611940298507,4056.7164179104475
258,4853300,2,81,0,1,1,26.24716,-80.0867,0,3,1.0,0,2,3,1125,4,4.75,4.88,4.88,5.0,5.0,4.75,4.75,0,4,1,1,42,5.970149253731344,949.2537313432837
259,4863436,2,11,0,1,1,25.98939,-80.11922,0,2,1.0,1,1,7,1125,1,4.0,5.0,5.0,4.0,5.0,3.0,5.0,0,7,1,1,14,1.492537313432836,235.82089552238807
260,4867216,0,99,0,1,1,26.10464,-80.12815,0,6,2.0,3,3,3,1125,46,4.71,4.78,4.67,4.89,4.77,4.92,4.74,1,1,1,1,45,68.65671641791045,34259.701492537315
261,4876339,2,47,0,1,1,26.007,-80.15498,0,4,1.0,2,2,1,1125,6,4.45,4.54,4.51,4.72,4.66,4.53,4.5,0,1,1,1,12,8.955223880597014,1191.044776119403
262,4885353,1,99,1,1,0,26.00518,-80.21768,2,4,1.0,1,2,1,1125,28,4.76,4.82,4.71,4.91,4.89,4.75,4.81,0,1,1,1,37,41.791044776119406,2925.3731343283584
263,4909030,0,100,1,1,1,26.12099,-80.12933,2,1,1.0,1,1,1,1125,49,4.9,4.93,4.9,4.95,4.96,4.91,4.9,1,2,1,1,36,73.13432835820896,3583.5820895522393
264,4923644,0,87,0,1,1,25.9883,-80.11833,0,5,1.5,1,2,7,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,50,1,1,36,1.492537313432836,341.7910447761194
265,4923853,0,100,0,1,0,25.99408,-80.11688,0,5,1.5,1,3,28,1125,4,4.54,4.77,4.46,4.54,4.69,4.92,4.69,1,1,1,1,52,5.970149253731344,567.1641791044776
266,4925618,0,98,1,1,1,26.22804,-80.09029,0,8,3.0,3,5,4,30,4,4.95,5.0,4.91,4.91,4.95,5.0,4.86,1,3,1,1,37,5.970149253731344,2005.9701492537315
267,4930326,0,87,0,1,1,25.98803,-80.11961,0,7,2.0,2,5,7,1125,4,4.75,4.75,4.75,4.86,4.75,5.0,4.71,0,50,1,1,36,5.970149253731344,2382.089552238806
269,4939909,0,61,0,1,1,26.02179,-80.11563,2,2,1.0,1,1,1,500,13,4.53,4.43,4.69,4.85,4.59,4.84,4.57,0,5,1,0,13,19.402985074626866,2037.313432835821
270,4948999,0,100,1,1,1,26.1217,-80.12868,2,2,0.0,1,2,2,31,48,4.85,4.93,4.91,4.94,4.94,4.94,4.85,1,1,1,1,25,71.64179104477611,4441.791044776119
272,4997686,2,11,0,1,1,25.9903,-80.11923,0,6,2.0,2,4,14,1125,1,4.33,5.0,4.0,3.67,4.33,4.67,4.67,0,7,1,1,12,1.492537313432836,335.82089552238807
273,5003799,1,92,0,1,1,26.0344,-80.14156,0,5,1.0,2,3,7,180,2,4.86,4.93,4.64,4.93,4.79,4.64,4.71,0,8,1,0,13,2.985074626865672,298.5074626865672
274,5006441,2,94,0,1,1,26.18605,-80.10291,0,8,2.5,3,3,7,1125,17,5.0,5.0,4.96,5.0,4.98,4.98,4.94,0,2,1,1,40,25.37313432835821,6343.2835820895525
275,5014677,1,100,1,1,1,25.98579,-80.31645,2,1,1.0,1,1,180,365,1,4.92,5.0,4.79,5.0,5.0,4.96,4.96,0,2,1,1,24,1.492537313432836,101.49253731343285
276,5030079,0,98,1,1,1,26.24686,-80.08809,0,5,2.0,2,2,4,1125,8,4.82,4.82,4.79,4.86,4.89,4.82,4.64,1,9,1,1,44,11.940298507462687,3426.8656716417913
277,5039493,2,71,0,1,1,26.01803,-80.16079,0,2,1.0,0,1,30,1125,1,3.8,4.2,4.0,5.0,5.0,4.8,4.0,0,4,1,1,27,1.492537313432836,97.01492537313433
278,5065713,1,46,0,1,1,26.02401,-80.13897,0,10,3.0,3,3,2,1125,6,4.66,4.58,4.63,4.74,4.84,4.63,4.74,0,1,1,1,62,8.955223880597014,2462.686567164179
279,5069031,0,94,0,1,1,26.0227,-80.11582,0,4,1.0,1,2,5,182,7,4.25,4.5,4.63,4.5,4.38,4.5,4.38,0,53,1,1,42,10.447761194029852,1870.1492537313434
280,5078835,0,69,1,1,1,26.32001,-80.1453,0,7,2.0,3,6,14,181,3,4.75,4.75,4.75,4.83,5.0,4.75,4.75,0,4,1,1,28,4.477611940298507,783.5820895522387
281,5085220,2,11,0,1,1,25.9904,-80.11849,0,6,2.0,3,3,7,1125,1,4.63,5.0,4.88,4.75,4.88,4.63,4.88,0,7,1,1,19,1.492537313432836,447.7611940298508
282,5089651,0,100,1,1,1,26.25612,-80.08843,0,2,1.0,1,2,2,1125,17,4.91,4.94,4.92,4.94,4.95,4.94,4.86,1,1,1,1,60,25.37313432835821,2917.910447761194
283,5106307,0,98,1,1,1,26.01475,-80.11768,0,4,1.0,1,2,4,1125,17,4.9,4.95,4.91,4.95,4.91,4.95,4.81,0,2,1,1,38,25.37313432835821,4288.059701492537
284,5215679,0,100,0,1,1,26.1051,-80.10892,0,12,4.0,4,10,2,30,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,66,2.985074626865672,2677.6119402985078
285,5221521,0,99,0,1,0,26.2358,-80.10071,0,2,1.0,1,1,2,1125,26,4.55,4.64,4.62,4.72,4.78,4.65,4.51,0,4,1,1,26,38.80597014925373,3764.179104477612
286,5238751,0,90,1,1,1,26.10064,-80.14907,2,1,1.0,1,1,30,1125,5,4.91,4.97,4.94,5.0,5.0,4.97,4.97,0,1,1,1,14,7.462686567164179,335.82089552238807
287,5239045,1,54,0,1,1,26.14444,-80.10884,0,10,5.0,6,9,2,365,12,4.61,4.67,4.59,4.89,4.8,4.89,4.49,0,8,1,1,44,17.91044776119403,28638.805970149253
288,5241603,0,99,0,1,1,25.99122,-80.27741,2,2,1.0,1,1,7,1125,8,4.63,4.77,4.63,4.84,4.8,4.86,4.75,1,5,1,1,39,11.940298507462687,943.2835820895523
289,5251709,0,97,1,1,1,26.23182,-80.10893,0,4,1.0,1,2,2,1125,38,4.86,4.88,4.86,4.96,4.94,4.73,4.82,0,1,1,1,52,56.71641791044776,8791.044776119403
290,5268379,0,85,0,1,1,26.17452,-80.15354,2,2,1.0,1,1,3,29,4,4.88,4.92,4.93,4.93,4.89,4.72,4.88,1,1,1,1,37,5.970149253731344,531.3432835820896
291,5269765,1,60,1,1,1,26.19871,-80.1181,0,5,2.0,3,3,32,365,3,5.0,4.8,4.85,4.95,4.95,4.95,4.95,0,1,1,1,53,4.477611940298507,1598.5074626865671
292,5271972,0,98,1,1,1,26.19737,-80.09977,0,10,2.5,4,5,5,1125,19,4.83,4.93,4.76,4.93,4.88,5.0,4.8,0,2,1,1,66,28.35820895522388,15058.20895522388
293,5285577,0,86,0,1,1,26.15829,-80.15195,0,3,1.0,1,2,1,1125,50,4.61,4.7,4.63,4.78,4.75,4.76,4.69,1,2,1,1,53,74.6268656716418,6865.671641791045
294,5317923,0,99,0,1,1,25.99009,-80.27761,2,2,1.0,1,1,3,1125,6,4.67,4.8,4.61,4.79,4.89,4.85,4.75,1,5,1,1,40,8.955223880597014,617.910447761194
295,5328904,0,98,0,1,1,26.18588,-80.15723,2,2,1.0,1,1,1,28,13,4.84,4.9,4.88,4.86,4.87,4.7,4.85,0,4,1,1,51,19.402985074626866,834.3283582089553
296,5337812,0,98,0,1,1,26.18588,-80.15723,2,2,1.0,1,1,1,28,16,4.86,4.85,4.88,4.84,4.84,4.75,4.83,0,4,1,1,46,23.880597014925375,1002.9850746268658
297,5337867,0,98,0,1,1,26.18588,-80.15723,2,2,1.0,1,1,1,5,19,4.85,4.95,4.88,4.95,4.93,4.78,4.87,1,4,1,1,50,28.35820895522388,1162.686567164179
298,5404918,3,2,0,1,0,26.01338,-80.24523,2,2,1.0,1,1,1,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,4.89,0,1,1,0,16,1.492537313432836,55.223880597014926
299,5410528,0,100,1,1,1,26.13089,-80.12604,2,2,1.0,1,1,1,14,25,4.87,4.92,4.92,4.92,4.93,4.87,4.81,0,1,1,1,52,37.3134328358209,3880.5970149253735
300,5443383,2,50,0,1,1,26.01792,-80.11719,2,3,1.0,1,2,4,365,7,4.69,4.62,4.69,4.69,4.77,5.0,4.85,0,5,1,1,25,10.447761194029852,1817.910447761194
301,5445232,0,99,1,1,1,26.21017,-80.11935,0,6,1.0,2,3,1,1125,58,4.84,4.87,4.89,4.92,4.92,4.82,4.84,1,5,1,1,57,86.56716417910448,14976.119402985076
302,5509722,1,100,0,1,0,26.00187,-80.12983,2,2,1.0,1,1,1,1125,1,4.74,4.88,4.79,4.95,4.95,4.84,4.74,0,1,1,1,30,1.492537313432836,89.55223880597015
303,5521879,2,50,0,1,1,26.01651,-80.11705,2,4,1.0,1,2,2,1125,5,4.39,4.39,4.5,4.61,4.72,5.0,4.5,0,5,1,1,26,7.462686567164179,1261.1940298507463
304,5536991,1,39,0,1,1,26.15861,-80.31604,0,5,2.0,2,2,29,365,1,4.77,5.0,4.73,4.92,5.0,4.96,4.73,0,3,1,1,31,1.492537313432836,222.38805970149255
305,5579327,0,87,0,1,1,25.98793,-80.11794,0,4,1.5,1,2,10,1125,1,4.5,5.0,4.25,5.0,4.5,5.0,4.25,0,50,1,1,36,1.492537313432836,291.044776119403
306,5581517,0,100,0,1,1,26.16438,-80.10062,0,4,1.0,2,2,3,999,18,4.72,4.92,4.83,4.95,4.82,4.91,4.78,1,4,1,1,63,26.865671641791046,6232.835820895522
307,5587170,0,100,1,1,1,26.22637,-80.11606,0,6,3.5,3,3,3,90,7,4.97,4.93,4.97,4.99,4.99,4.93,4.92,1,1,1,1,44,10.447761194029852,7543.2835820895525
308,5598824,1,95,0,1,1,25.9873,-80.11862,0,6,2.0,2,3,3,1125,4,4.44,4.44,4.75,4.63,4.88,4.56,4.56,0,6,1,1,32,5.970149253731344,2620.89552238806
309,5601522,0,82,0,1,1,26.01114,-80.13873,0,10,4.5,4,8,3,28,3,4.9,4.86,4.73,4.98,5.0,4.88,4.85,0,6,1,1,39,4.477611940298507,3752.238805970149
310,5607730,0,87,1,1,1,26.01163,-80.16922,2,4,3.0,1,2,1,1125,46,4.93,4.94,4.9,4.95,4.93,4.91,4.93,0,6,1,1,43,68.65671641791045,4394.0298507462685
311,5623151,1,82,0,1,0,26.15212,-80.14907,0,4,2.5,2,2,30,1125,1,4.8,4.6,4.5,5.0,4.9,4.4,4.4,0,2,1,1,47,1.492537313432836,104.47761194029852
312,5628197,0,96,1,1,1,26.15067,-80.12108,0,2,1.0,1,1,2,90,18,4.77,4.9,4.78,4.95,4.9,4.84,4.84,0,56,1,1,34,26.865671641791046,4056.716417910448
313,5629823,1,20,0,1,1,26.125,-80.1044,0,3,1.0,1,2,30,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,23,1.492537313432836,223.8805970149254
314,5640029,1,30,1,1,1,26.13212,-80.13586,0,2,1.0,1,1,4,84,1,4.79,4.95,4.74,5.0,4.95,4.95,4.84,0,2,1,1,30,1.492537313432836,192.53731343283584
315,5640200,0,87,0,1,1,25.99232,-80.11877,0,6,2.0,2,2,21,1125,1,4.67,4.83,4.83,5.0,4.83,5.0,4.83,0,6,1,1,63,1.492537313432836,389.55223880597015
316,5649421,1,92,0,1,1,26.03392,-80.14201,0,3,1.0,1,2,7,180,1,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0,8,1,0,13,1.492537313432836,104.47761194029852
318,5665799,2,77,0,1,0,26.16023,-80.10168,0,6,2.0,2,2,3,1125,22,4.51,4.6,4.72,4.81,4.67,4.82,4.49,0,2,1,1,24,32.83582089552239,11098.507462686568
320,5713571,2,94,1,1,1,26.03017,-80.1549,0,6,2.0,2,4,6,1125,5,4.54,4.64,4.43,4.89,4.79,4.39,4.39,1,2,1,1,33,7.462686567164179,2231.3432835820895
321,5715433,1,35,0,1,1,26.11196,-80.28004,0,6,2.5,3,3,5,90,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1,1,24,2.985074626865672,820.8955223880597
